"EMEC","UniqueID","TempID","Order","Family","Genus","SubGenus","Species","SubSpecies","GeneralID","Sex","NetPan","Site","Year","Collector","SampleRound","Date","PanColor","PanID","NetNumber","FinalPlantSp","DateDetermined","Determiner","Author"
NA,"YOSE-7420_EMEC_573",573,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","f","net","N132",2013,"LCP",1,"6/30/13","","",1,"Lupinus breweri var. breweri","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_574",574,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","f","net","N132",2013,"LCP",1,"6/30/13","","",1,"Lupinus breweri var. breweri","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_575",575,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","f","net","N132",2013,"LCP",1,"6/30/13","","",1,"Lupinus breweri var. breweri","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_576",576,"Hymenoptera","Megachilidae","Osmia","Melanosmia","densa","","Bee","f","net","N132",2013,"LCP",1,"6/30/13","","",1,"Lupinus breweri var. breweri","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_577",577,"Hymenoptera","Megachilidae","Osmia","Melanosmia","grindeliae","","Bee","f","net","N132",2013,"LCP",1,"6/30/13","","",1,"Lupinus breweri var. breweri","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_578",578,"Hymenoptera","Megachilidae","Osmia","Melanosmia","densa","","Bee","f","net","N132",2013,"LCP",1,"6/30/13","","",1,"Lupinus breweri var. breweri","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_579",579,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","f","net","N132",2013,"LCP",1,"6/30/13","","",1,"Lupinus breweri var. breweri","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_580",580,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","net","N132",2013,"LCP",1,"6/30/13","","",1,"Lupinus breweri var. breweri","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_581",581,"Hymenoptera","Colletidae","Hylaeus","","spp.","small","Bee","f","net","N132",2013,"LCP",1,"6/30/13","","",1,"Lupinus breweri var. breweri","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_582",582,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","f","net","N132",2013,"LCP",1,"6/30/13","","",1,"Lupinus breweri var. breweri","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_3173",3173,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","f","net","N139",2013,"LCP",1,"7/9/13","","",1,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3334",3334,"Hymenoptera","Megachilidae","Megachile","Megachile","texana","","Bee","m","net","N133",2013,"CRP",1,"7/8/13","","",1,"Apocynum androsaemifolium","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_3335",3335,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N133",2013,"CRP",1,"7/8/13","","",1,"Apocynum androsaemifolium","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_3336",3336,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N133",2013,"CRP",1,"7/8/13","","",1,"Apocynum androsaemifolium","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_3337",3337,"Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","albifrons","Bee","f","net","N133",2013,"CRP",1,"7/8/13","","",1,"Apocynum androsaemifolium","2013-2015","T. Griswold","Kirby"
NA,"YOSE-7420_EMEC_3338",3338,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N133",2013,"CRP",1,"7/8/13","","",1,"Apocynum androsaemifolium","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_3339",3339,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N133",2013,"CRP",1,"7/8/13","","",1,"Apocynum androsaemifolium","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_3340",3340,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N133",2013,"CRP",1,"7/8/13","","",1,"Apocynum androsaemifolium","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_3341",3341,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N133",2013,"CRP",1,"7/8/13","","",1,"Apocynum androsaemifolium","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_3342",3342,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N133",2013,"CRP",1,"7/8/13","","",1,"Apocynum androsaemifolium","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_3343",3343,"Hymenoptera","Crabronidae","Steniolia","","scolopacea","","Wasp","","net","N133",2013,"CRP",1,"7/8/13","","",1,"Apocynum androsaemifolium","2015","L. Ponisio","Handlirsch"
NA,"YOSE-7420_EMEC_3344",3344,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","m","net","N133",2013,"CRP",1,"7/8/13","","",1,"Apocynum androsaemifolium","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_3345",3345,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","m","net","N133",2013,"CRP",1,"7/8/13","","",1,"Apocynum androsaemifolium","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_3346",3346,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N133",2013,"CRP",1,"7/8/13","","",1,"Lupinus breweri var. breweri","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_3347",3347,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N133",2013,"CRP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3348",3348,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","m","net","N133",2013,"CRP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3349",3349,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N133",2013,"CRP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3350",3350,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","f","net","N133",2013,"CRP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3351",3351,"Hymenoptera","Megachilidae","Osmia","Melanosmia","calla","","Bee","f","net","N133",2013,"CRP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_3352",3352,NA,NA,NA,NA,NA,NA,NA,NA,"net","N133",2013,"CRP",1,"7/8/13","","",1,"Calyptridium umbellatum",NA,NA,NA
NA,"YOSE-7420_EMEC_3392",3392,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3393",3393,"Hymenoptera","Apidae","Bombus","Bombus","vandykei","","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Frison"
NA,"YOSE-7420_EMEC_3394",3394,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3395",3395,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3396",3396,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3397",3397,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3398",3398,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3399",3399,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3400",3400,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3401",3401,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3402",3402,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3403",3403,"Hymenoptera","Apidae","Bombus","Bombus","vandykei","","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Frison"
NA,"YOSE-7420_EMEC_3404",3404,"Diptera","Syrphinae","Lapposyrphus","","lapponicus","","Fly","m","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2015","M. Hauser","Zetterstedt"
NA,"YOSE-7420_EMEC_3405",3405,"Hymenoptera","Megachilidae","Osmia","Melanosmia","bakeri","","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","T. Griswold","Sandhouse"
NA,"YOSE-7420_EMEC_3406",3406,"Hymenoptera","Megachilidae","Hoplitis","Monumetha","fulgida","platyura","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_3407",3407,"Hymenoptera","Megachilidae","Atoposmia","Hexosmia","copelandica","albomarginata","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_3408",3408,NA,NA,NA,NA,NA,NA,NA,NA,"net","N137",2013,"CRP",1,"7/9/13","","",1,"Phacelia hastata ssp. compacta",NA,NA,NA
NA,"YOSE-7420_EMEC_3409",3409,"Hymenoptera","Apidae","Xylocopa","Xylocopoides","californica","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Lupinus latifolius var. columbianus","2013-2015","J.S. Ascher","Cresson"
NA,"YOSE-7420_EMEC_3410",3410,"Hymenoptera","Apidae","Xylocopa","Xylocopoides","californica","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Lupinus latifolius var. columbianus","2013-2015","J.S. Ascher","Cresson"
NA,"YOSE-7420_EMEC_3411",3411,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Lupinus latifolius var. columbianus","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3412",3412,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Lupinus latifolius var. columbianus","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3413",3413,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Lupinus latifolius var. columbianus","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_3414",3414,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Lupinus latifolius var. columbianus","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_3415",3415,"Hymenoptera","Crabronidae","Steniolia","","scolopacea","","Wasp","","net","N134",2013,"LCP",1,"7/8/13","","",1,"Lupinus latifolius var. columbianus","2015","L. Ponisio","Handlirsch"
NA,"YOSE-7420_EMEC_3416",3416,NA,NA,NA,NA,NA,NA,NA,NA,"net","N134",2013,"LCP",1,"7/8/13","","",1,"Lupinus latifolius var. columbianus",NA,NA,NA
NA,"YOSE-7420_EMEC_3417",3417,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Lupinus latifolius var. columbianus","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_3418",3418,"Hymenoptera","Chrysididae","Pseudomalus","","sp.","a","Wasp","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Lupinus latifolius var. columbianus","2015","L. Kimsey",""
NA,"YOSE-7420_EMEC_3460",3460,"Diptera","Syrphinae","Eupeodes","Metasyrphus","fumipennis","","Fly","m","net","N137",2013,"CRP",1,"7/9/13","","",1,"Gayophytum eriospermum","2015","M. Hauser","Thomson"
NA,"YOSE-7420_EMEC_3461",3461,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Hackelia micrantha","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3462",3462,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","net","N137",2013,"CRP",1,"7/9/13","","",1,"Solidago canadensis ssp. elongata","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_3502",3502,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Epilobium angustifloium ssp. circumvagum","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3503",3503,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Epilobium angustifloium ssp. circumvagum","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3504",3504,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","m","net","N134",2013,"LCP",1,"7/8/13","","",1,"Epilobium angustifloium ssp. circumvagum","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3505",3505,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Epilobium angustifloium ssp. circumvagum","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3506",3506,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Epilobium angustifloium ssp. circumvagum","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3507",3507,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Epilobium angustifloium ssp. circumvagum","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_3508",3508,"Hymenoptera","Megachilidae","Megachile","Megachile","relativa","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Epilobium angustifloium ssp. circumvagum","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_3509",3509,"Hymenoptera","Megachilidae","Megachile","Megachile","relativa","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Epilobium angustifloium ssp. circumvagum","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_3510",3510,"Hymenoptera","Apidae","Bombus","Bombus","vandykei","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Frison"
NA,"YOSE-7420_EMEC_3511",3511,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_3512",3512,"Hymenoptera","Apidae","Bombus","Bombus","vandykei","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Frison"
NA,"YOSE-7420_EMEC_3513",3513,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3514",3514,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3515",3515,NA,NA,NA,NA,NA,NA,NA,NA,"net","N134",2013,"LCP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta",NA,NA,NA
NA,"YOSE-7420_EMEC_3516",3516,"Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","sisymbrii","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","J.S. Ascher","Cockerell"
NA,"YOSE-7420_EMEC_3517",3517,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_3518",3518,"Hymenoptera","Megachilidae","Chelostoma","Chelostoma","minutum","","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Crawford"
NA,"YOSE-7420_EMEC_3519",3519,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","net","N134",2013,"LCP",1,"7/8/13","","",1,"Gayophytum diffusum","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_3520",3520,"Diptera","Bombyliidae","Anthrax","","spp","","Fly","","net","N134",2013,"LCP",1,"7/8/13","","",1,"Gayophytum eriospermum","2015","M. Hauser",""
NA,"YOSE-7420_EMEC_3521",3521,"Hymenoptera","Halictidae","Dufourea","","spilura","","Bee","m","net","N134",2013,"LCP",1,"7/8/13","","",1,"Gayophytum eriospermum","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_3522",3522,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N135",2013,"GH",1,"7/8/13","","",1,"Erigeron brewerii var. brewerii","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_3523",3523,"Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","Bee","m","net","N135",2013,"GH",1,"7/8/13","","",1,"Monardella odoratissima ssp. pallida","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_3524",3524,"Diptera","Bombyliidae","Paravilla","","spp","","Fly","","net","N135",2013,"GH",1,"7/8/13","","",1,"Monardella odoratissima ssp. pallida","2015","M. Hauser",""
NA,"YOSE-7420_EMEC_3525",3525,"Hymenoptera","Megachilidae","Osmia","Melanosmia","grindeliae","","Bee","f","net","N135",2013,"GH",1,"7/8/13","","",1,"Lupinus breweri var. breweri","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_3537",3537,"Hymenoptera","Apidae","Bombus","Bombus","vandykei","","Bee","f","net","N136",2013,"GH",1,"7/9/13","","",1,"Aconitum columbianum","2013-2015","R.W. Thorp","Frison"
NA,"YOSE-7420_EMEC_3538",3538,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","f","net","N136",2013,"GH",1,"7/9/13","","",1,"Aconitum columbianum","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3539",3539,"Hymenoptera","Apidae","Anthophora","Clisodon","terminalis","","Bee","f","net","N136",2013,"GH",1,"7/9/13","","",1,"Stachys albens","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3540",3540,"Hymenoptera","Apidae","Anthophora","Clisodon","terminalis","","Bee","f","net","N136",2013,"GH",1,"7/9/13","","",1,"Stachys albens","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3541",3541,"Hymenoptera","Apidae","Bombus","Bombus","mixtus","","Bee","f","net","N136",2013,"GH",1,"7/9/13","","",1,"Geranium richardsonii","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3542",3542,"Hymenoptera","Apidae","Bombus","Bombus","vandykei","","Bee","f","net","N136",2013,"GH",1,"7/9/13","","",1,"Geranium richardsonii","2013-2015","R.W. Thorp","Frison"
NA,"YOSE-7420_EMEC_3543",3543,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N136",2013,"GH",1,"7/9/13","","",1,"Geranium richardsonii","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_3544",3544,"Diptera","Bombyliidae","Thevenetimyia","","sp.","a","Fly","","net","N136",2013,"GH",1,"7/9/13","","",1,"Geranium richardsonii","2015","M. Hauser",""
NA,"YOSE-7420_EMEC_3545",3545,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","f","net","N136",2013,"GH",1,"7/9/13","","",1,"Geranium richardsonii","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_3546",3546,"Hymenoptera","Apidae","Bombus","Bombus","mixtus","","Bee","m","net","N136",2013,"GH",1,"7/9/13","","",1,"Lilium pardalinum ssp. pardalinum","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_3547",3547,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","net","N136",2013,"GH",1,"7/9/13","","",1,"Lilium pardalinum ssp. pardalinum","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4731",4731,"Diptera","Bombyliidae","Anthrax","","sp","b","Fly","","net","P310",2013,"LCP",1,"6/29/13","","",1,"Gayophytum eriospermum","2015","M. Hauser",""
NA,"YOSE-7420_EMEC_4732",4732,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","net","P310",2013,"LCP",1,"6/29/13","","",1,"Ceanothus cordulatus","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4733",4733,"Hymenoptera","Andrenidae","Andrena","Andrena","edwardsi","","Bee","f","net","P310",2013,"LCP",1,"6/29/13","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_4734",4734,"Hymenoptera","Andrenidae","Andrena","Andrena","ceanothifloris","cretata","Bee","f","net","P310",2013,"LCP",1,"6/29/13","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","LaBerge"
NA,"YOSE-7420_EMEC_4735",4735,"Hymenoptera","Andrenidae","Andrena","Andrena","edwardsi","","Bee","f","net","P310",2013,"LCP",1,"6/29/13","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_4736",4736,"Hymenoptera","Andrenidae","Andrena","Andrena","edwardsi","","Bee","f","net","P310",2013,"LCP",1,"6/29/13","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_4737",4737,"Hymenoptera","Andrenidae","Andrena","Andrena","edwardsi","","Bee","f","net","P310",2013,"LCP",1,"6/29/13","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_6717",6717,"Lepidoptera","","Phyciodes","","mylitta","","Lep","","net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus","2015","L.Ponisio","Edwards"
NA,"YOSE-7420_EMEC_6718",6718,NA,NA,NA,NA,NA,NA,NA,NA,"net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus",NA,NA,NA
NA,"YOSE-7420_EMEC_6728",6728,"Lepidoptera","","Satyrium","","saepium","","Lep","f","net","N131",2013,"CK",1,"6/30/13","","",1,"Eriogonum nudum var. nudum","2015","L.Ponisio","Boisduval"
NA,"YOSE-7420_EMEC_6732",6732,"Lepidoptera","","Plebejus","","saepiolus","","Lep","f","net","L21",2013,"LCP",1,"6/26/13","","",1,"Agoseris grandiflora","2015","L.Ponisio","Boisduval"
NA,"YOSE-7420_EMEC_6733",6733,"Lepidoptera","","Plebejus","","icarioides","","Lep","","net","N131",2013,"CK",1,"6/30/13","","",1,"Eriogonum nudum var. nudum","2015","L.Ponisio","Boisduval"
NA,"YOSE-7420_EMEC_6734",6734,"Lepidoptera","","Plebejus","","idas","","Lep","f","net","L21",2013,"LCP",1,"6/26/13","","",1,"Ceanothus cordulatus","2015","L.Ponisio","Linnaeus"
NA,"YOSE-7420_EMEC_6735",6735,"Lepidoptera","","Chlosyne","","hoffmannii","","Lep","","net","L21",2013,"LCP",1,"6/26/13","","",1,"Achillea millefolium","2015","L.Ponisio","Behr"
NA,"YOSE-7420_EMEC_6737",6737,"Lepidoptera","","Hesperia","","juba","","Lep","m","net","L35",2013,"LCP",1,"6/27/13","","",1,"Solidago canadensis ssp. elongata","2015","L.Ponisio","Scudder"
NA,"YOSE-7420_EMEC_6738",6738,"Lepidoptera","","Plebejus","","idas","","Lep","m","net","L35",2013,"LCP",1,"6/27/13","","",1,"Phacelia hastata ssp. compacta","2015","L.Ponisio","Linnaeus"
NA,"YOSE-7420_EMEC_6739",6739,"Lepidoptera","","Hesperia","","juba","","Lep","f","net","L35",2013,"LCP",1,"6/27/13","","",1,"Phacelia hastata ssp. compacta","2015","L.Ponisio","Scudder"
NA,"YOSE-7420_EMEC_6740",6740,"Lepidoptera","","Plebejus","","idas","","Lep","m","net","L35",2013,"LCP",1,"6/27/13","","",1,"Achillea millefolium","2015","L.Ponisio","Linnaeus"
NA,"YOSE-7420_EMEC_6741",6741,"Lepidoptera","","Plebejus","","icarioides","","Lep","","net","L24",2013,"LKM",1,"6/27/13","","",1,"Phacelia hastata ssp. compacta","2015","L.Ponisio","Boisduval"
NA,"YOSE-7420_EMEC_6763",6763,NA,NA,NA,NA,NA,NA,NA,NA,"net","N133",2013,"CRP",1,"7/8/13","","",1,"Apocynum androsaemifolium",NA,NA,NA
