"EMEC","UniqueID","TempID","Year","Site","Date","NetPan","PanColor","PanID","SampleRound","NetNumber","Collector","FieldPlantSp","PlantSp","Order","Family","Genus","Subgenus","Species","Subspecies","Sex","Determiner","DateDetermined","Author","GeneralID"
1040618,"YOSE-7420_EMEC_8002",8002,2014,"L24","6/23/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","m","T. Griswold","2013-2015","Cockerell","Bee"
1040619,"YOSE-7420_EMEC_8003",8003,2014,"L24","6/23/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Megachilidae","Atoposmia","Hexosmia","copelandica","albomarginata","f","T. Griswold","2013-2015","Cockerell","Bee"
1040620,"YOSE-7420_EMEC_8004",8004,2014,"L24","6/23/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Megachilidae","Atoposmia","Hexosmia","copelandica","albomarginata","f","T. Griswold","2013-2015","Cockerell","Bee"
1040621,"YOSE-7420_EMEC_8005",8005,2014,"L24","6/23/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Anthophora","Mystacanthophora","urbana","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1040622,"YOSE-7420_EMEC_8006",8006,2014,"L24","6/23/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Vespidae","Pseudomasaris","","zonalis","","f","L.Ponisio","2015","Cresson","Wasp"
1040623,"YOSE-7420_EMEC_8007",8007,2014,"L24","6/23/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040644,"YOSE-7420_EMEC_8028",8028,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGLA","Potentilla glandulosa","Hymenoptera","Andrenidae","Calliopsis","Nomadopsis","edwardsii","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1040645,"YOSE-7420_EMEC_8029",8029,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGLA","Potentilla glandulosa","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1040646,"YOSE-7420_EMEC_8030",8030,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGLA","Potentilla glandulosa","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1040647,"YOSE-7420_EMEC_8031",8031,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGLA","Potentilla glandulosa","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1040648,"YOSE-7420_EMEC_8032",8032,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGLA","Potentilla glandulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040654,"YOSE-7420_EMEC_8038",8038,2014,"L33","6/23/14","net","","",2,1,"LTC","SENSCO","Senecio scorzonella","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","m","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1040655,"YOSE-7420_EMEC_8039",8039,2014,"L33","6/23/14","net","","",2,1,"LTC","SENSCO","Senecio scorzonella","Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","f","T. Griswold","2013-2015","Cockerell","Bee"
1040656,"YOSE-7420_EMEC_8040",8040,2014,"L33","6/23/14","net","","",2,1,"LTC","SENSCO","Senecio scorzonella","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1040679,"YOSE-7420_EMEC_8063",8063,2014,"L24","6/23/14","net","","",2,1,"LCP","ACHMIL","Achillea millefolium","Coleoptera",NA,"Judolia","","instabilis","","","L. Ponisio","2015","Haldeman","Beetle"
1040680,"YOSE-7420_EMEC_8064",8064,2014,"L24","6/23/14","net","","",2,1,"LCP","ACHMIL","Achillea millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040681,"YOSE-7420_EMEC_8065",8065,2014,"L24","6/23/14","net","","",2,1,"LCP","ACHMIL","Achillea millefolium","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040682,"YOSE-7420_EMEC_8066",8066,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGRA","Potentilla gracilis","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040683,"YOSE-7420_EMEC_8067",8067,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGRA","Potentilla gracilis","Hymenoptera","Megachilidae","Megachile","Sayapis","fidelis","","m","T. Griswold","2013-2015","Cresson","Bee"
1040684,"YOSE-7420_EMEC_8068",8068,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGRA","Potentilla gracilis","Hymenoptera","Megachilidae","Osmia","Melanosmia","proxima","aff.","f","T. Griswold","2013-2015","","Bee"
1040685,"YOSE-7420_EMEC_8069",8069,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGRA","Potentilla gracilis","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1040686,"YOSE-7420_EMEC_8070",8070,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGRA","Potentilla gracilis","Hymenoptera","Andrenidae","Calliopsis","Nomadopsis","edwardsii","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1040687,"YOSE-7420_EMEC_8071",8071,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGRA","Potentilla gracilis","Hymenoptera","Colletidae","Hylaeus","","spp.","big","m","L. Ponisio","2013-2015","","Bee"
1040688,"YOSE-7420_EMEC_8072",8072,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGRA","Potentilla gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040689,"YOSE-7420_EMEC_8073",8073,2014,"L24","6/23/14","net","","",2,1,"LCP","SENARO","Senecio aronicoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040693,"YOSE-7420_EMEC_8077",8077,2014,"P37","6/24/14","net","","",2,1,"KK","SENARO","Senecio aronicoides","Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","f","T. Griswold","2013-2015","Cockerell","Bee"
1040701,"YOSE-7420_EMEC_8085",8085,2014,"P37","6/24/14","net","","",2,1,"KK","HORFUS","Horkelia fusca","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040702,"YOSE-7420_EMEC_8086",8086,2014,"P37","6/24/14","net","","",2,1,"KK","HORFUS","Horkelia fusca","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040703,"YOSE-7420_EMEC_8087",8087,2014,"P37","6/24/14","net","","",2,1,"KK","HORFUS","Horkelia fusca","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040704,"YOSE-7420_EMEC_8088",8088,2014,"P37","6/24/14","net","","",2,1,"KK","HORFUS","Horkelia fusca","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040705,"YOSE-7420_EMEC_8089",8089,2014,"P37","6/24/14","net","","",2,1,"KK","HORFUS","Horkelia fusca","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040706,"YOSE-7420_EMEC_8090",8090,2014,"P37","6/24/14","net","","",2,1,"KK","HORFUS","Horkelia fusca","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040718,"YOSE-7420_EMEC_8102",8102,2014,"P37","6/24/14","net","","",2,1,"KK","HORFUS","Horkelia fusca","Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","m","T. Griswold","2013-2015","Cockerell","Bee"
1040719,"YOSE-7420_EMEC_8103",8103,2014,"P37","6/24/14","net","","",2,1,"KK","HORFUS","Horkelia fusca","Hymenoptera","Megachilidae","Osmia","Melanosmia","proxima","aff.","f","T. Griswold","2013-2015","","Bee"
1040720,"YOSE-7420_EMEC_8104",8104,2014,"P37","6/24/14","net","","",2,1,"KK","HORFUS","Horkelia fusca","Hymenoptera","Andrenidae","Calliopsis","Nomadopsis","edwardsii","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1040721,"YOSE-7420_EMEC_8105",8105,2014,"P37","6/24/14","net","","",2,1,"KK","HORFUS","Horkelia fusca","Hymenoptera","Andrenidae","Calliopsis","Nomadopsis","edwardsii","","m","R.W. Thorp","2013-2015","Cresson","Bee"
1040722,"YOSE-7420_EMEC_8106",8106,2014,"P37","6/24/14","net","","",2,1,"KK","HORFUS","Horkelia fusca","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040723,"YOSE-7420_EMEC_8107",8107,2014,"P37","6/24/14","net","","",2,1,"KK","HORFUS","Horkelia fusca","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040725,"YOSE-7420_EMEC_8109",8109,2014,"P43","6/24/14","net","","",2,1,"LTC","SENSCO","Senecio scorzonella","Hymenoptera","Megachilidae","Osmia","Helicosmia","coloradensis","","f","T. Griswold","2013-2015","Cresson","Bee"
1040726,"YOSE-7420_EMEC_8110",8110,2014,"P43","6/24/14","net","","",2,1,"LTC","SENSCO","Senecio scorzonella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040727,"YOSE-7420_EMEC_8111",8111,2014,"P43","6/24/14","net","","",2,1,"LTC","SENSCO","Senecio scorzonella","Hymenoptera","Megachilidae","Osmia","Melanosmia","ednae","","m","T. Griswold","2013-2015","Cockerell","Bee"
1040740,"YOSE-7420_EMEC_8124",8124,2014,"P310","6/24/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","f","R.W. Thorp","2013-2015","Viereck","Bee"
1040741,"YOSE-7420_EMEC_8125",8125,2014,"P310","6/24/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","f","R.W. Thorp","2013-2015","Viereck","Bee"
1040742,"YOSE-7420_EMEC_8126",8126,2014,"P310","6/24/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","f","R.W. Thorp","2013-2015","Viereck","Bee"
1040743,"YOSE-7420_EMEC_8127",8127,2014,"P310","6/24/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Hymenoptera","Andrenidae","Andrena","Andrena","ceanothifloris","cretata","f","R.W. Thorp","2013-2015","LaBerge","Bee"
1040744,"YOSE-7420_EMEC_8128",8128,2014,"P310","6/24/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","f","R.W. Thorp","2013-2015","Viereck","Bee"
1040745,"YOSE-7420_EMEC_8129",8129,2014,"P310","6/24/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Diptera","Bombyliidae","Paravilla","","sp","a","","M. Hauser","2015","","Fly"
1040746,"YOSE-7420_EMEC_8130",8130,2014,"P310","6/24/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040747,"YOSE-7420_EMEC_8131",8131,2014,"P310","6/24/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Hymenoptera","Chrysididae","Chrysura","","kyrse","","f","L. Kimsey","2015","Kromnein","Wasp"
1040750,"YOSE-7420_EMEC_8134",8134,2014,"P310","6/24/14","net","","",2,1,"LCP","Calochortus spp.","Calochortus spp.","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040753,"YOSE-7420_EMEC_8137",8137,2014,"P310","6/24/14","net","","",2,1,"LCP","LUPBRE","Lupinus breweri var. breweri","Hymenoptera","Megachilidae","Osmia","Melanosmia","giffardi","","f","T. Griswold","2013-2015","Sandhouse","Bee"
1040754,"YOSE-7420_EMEC_8138",8138,2014,"P310","6/24/14","net","","",2,1,"LCP","LUPBRE","Lupinus breweri var. breweri","Hymenoptera","Megachilidae","Osmia","Melanosmia","albolateralis","","f","T. Griswold","2013-2015","Cockerell","Bee"
1040760,"YOSE-7420_EMEC_8144",8144,2014,"N131","6/25/14","net","","",2,1,"KK","ERYCAP","Erysimum capitatum ssp.perenne","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1040761,"YOSE-7420_EMEC_8145",8145,2014,"N131","6/25/14","net","","",2,1,"KK","ERINUD","Eriogonum nudum var. nudum","Hymenoptera","Apidae","Bombus","Bombus","melanopygus","","f","R.W. Thorp","2013-2015","Nylander","Bee"
1040762,"YOSE-7420_EMEC_8146",8146,2014,"N131","6/25/14","net","","",2,1,"KK","MONODO","Monardella odoratissima ssp. pallida","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1040772,"YOSE-7420_EMEC_8156",8156,2014,"W04","6/25/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1040773,"YOSE-7420_EMEC_8157",8157,2014,"W04","6/25/14","net","","",2,1,"LCP","APOAND","Apocynum androsaemifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040774,"YOSE-7420_EMEC_8158",8158,2014,"W04","6/25/14","net","","",2,1,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","m","Jason Gibbs","2013-2015","","Bee"
1040775,"YOSE-7420_EMEC_8159",8159,2014,"W04","6/25/14","net","","",2,1,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1040787,"YOSE-7420_EMEC_8171",8171,2014,"N132","6/25/14","net","","",2,1,"LTC","LUPBRE","Lupinus breweri var. breweri","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040788,"YOSE-7420_EMEC_8172",8172,2014,"N132","6/25/14","net","","",2,1,"LTC","LUPBRE","Lupinus breweri var. breweri","Hymenoptera","Apidae","Anthophora","Mystacanthophora","urbana","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1040789,"YOSE-7420_EMEC_8173",8173,2014,"N132","6/25/14","net","","",2,1,"LTC","LUPBRE","Lupinus breweri var. breweri","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041135,"YOSE-7420_EMEC_8519",8519,2014,"N134","7/6/14","net","","",2,1,"LCP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Xylocopa","Xylocopoides","californica","","f","J.S. Ascher","2013-2015","Cresson","Bee"
1041136,"YOSE-7420_EMEC_8520",8520,2014,"N134","7/6/14","net","","",2,1,"LCP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Xylocopa","Xylocopoides","californica","","f","J.S. Ascher","2013-2015","Cresson","Bee"
1041137,"YOSE-7420_EMEC_8521",8521,2014,"N134","7/6/14","net","","",2,1,"LCP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041138,"YOSE-7420_EMEC_8522",8522,2014,"N134","7/6/14","net","","",2,1,"LCP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041139,"YOSE-7420_EMEC_8523",8523,2014,"N134","7/6/14","net","","",2,1,"LCP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041140,"YOSE-7420_EMEC_8524",8524,2014,"N134","7/6/14","net","","",2,1,"LCP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041141,"YOSE-7420_EMEC_8525",8525,2014,"N134","7/6/14","net","","",2,1,"LCP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041142,"YOSE-7420_EMEC_8526",8526,2014,"N134","7/6/14","net","","",2,1,"LCP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041143,"YOSE-7420_EMEC_8527",8527,2014,"N134","7/6/14","net","","",2,1,"LCP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041144,"YOSE-7420_EMEC_8528",8528,2014,"N134","7/6/14","net","","",2,1,"LCP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Megachilidae","Anthidium","Anthidium","mormonum","","f","T. Griswold","2013-2015","Cresson","Bee"
1041145,"YOSE-7420_EMEC_8529",8529,2014,"N134","7/6/14","net","","",2,1,"LCP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Megachilidae","Megachile","Chelostomoides","angelarum","","f","T. Griswold","2013-2015","Cockerell","Bee"
1041146,"YOSE-7420_EMEC_8530",8530,2014,"N134","7/6/14","net","","",2,1,"LCP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Megachilidae","Megachile","Chelostomoides","angelarum","","f","T. Griswold","2013-2015","Cockerell","Bee"
1041153,"YOSE-7420_EMEC_8537",8537,2014,"N134","7/6/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041154,"YOSE-7420_EMEC_8538",8538,2014,"N134","7/6/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041155,"YOSE-7420_EMEC_8539",8539,2014,"N134","7/6/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041156,"YOSE-7420_EMEC_8540",8540,2014,"N134","7/6/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041157,"YOSE-7420_EMEC_8541",8541,2014,"N134","7/6/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041158,"YOSE-7420_EMEC_8542",8542,2014,"N134","7/6/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041159,"YOSE-7420_EMEC_8543",8543,2014,"N134","7/6/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041160,"YOSE-7420_EMEC_8544",8544,2014,"N134","7/6/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041161,"YOSE-7420_EMEC_8545",8545,2014,"N134","7/6/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041162,"YOSE-7420_EMEC_8546",8546,2014,"N134","7/6/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041163,"YOSE-7420_EMEC_8547",8547,2014,"N134","7/6/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Megachilidae","Megachile","Chelostomoides","angelarum","","f","T. Griswold","2013-2015","Cockerell","Bee"
1041164,"YOSE-7420_EMEC_8548",8548,2014,"N134","7/6/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Vespidae","Pseudomasaris","","zonalis","","f","L.Ponisio","2015","Cresson","Wasp"
1041165,"YOSE-7420_EMEC_8549",8549,2014,"N134","7/6/14","net","","",2,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Vespidae","Pseudomasaris","","zonalis","","f","L.Ponisio","2015","Cresson","Wasp"
1041170,"YOSE-7420_EMEC_8554",8554,2014,"N134","7/6/14","net","","",2,1,"LCP","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Xylocopa","Notoxylocopa","tabaniformis","orpifex","m","J.S. Ascher","2013-2015","Smith","Bee"
1041171,"YOSE-7420_EMEC_8555",8555,2014,"N134","7/6/14","net","","",2,1,"LCP","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Anthophora","Clisodon","terminalis","","m","R.W. Thorp","2013-2015","Cresson","Bee"
1041172,"YOSE-7420_EMEC_8556",8556,2014,"N134","7/6/14","net","","",2,1,"LCP","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Anthophora","Clisodon","terminalis","","m","R.W. Thorp","2013-2015","Cresson","Bee"
1041173,"YOSE-7420_EMEC_8557",8557,2014,"N134","7/6/14","net","","",2,1,"LCP","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Anthophora","Clisodon","terminalis","","m","R.W. Thorp","2013-2015","Cresson","Bee"
1041174,"YOSE-7420_EMEC_8558",8558,2014,"N134","7/6/14","net","","",2,1,"LCP","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Anthophora","Clisodon","terminalis","","m","R.W. Thorp","2013-2015","Cresson","Bee"
1041175,"YOSE-7420_EMEC_8559",8559,2014,"N134","7/6/14","net","","",2,1,"LCP","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","bifarius","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1041176,"YOSE-7420_EMEC_8560",8560,2014,"N134","7/6/14","net","","",2,1,"LCP","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Megachilidae","Megachile","Megachile","relativa","","m","T. Griswold","2013-2015","Cresson","Bee"
1041177,"YOSE-7420_EMEC_8561",8561,2014,"N134","7/6/14","net","","",2,1,"LCP","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1041178,"YOSE-7420_EMEC_8562",8562,2014,"N134","7/6/14","net","","",2,1,"LCP","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1041182,"YOSE-7420_EMEC_8566",8566,2014,"N135","7/6/14","net","","",2,1,"KK","ERIUMB","Eriogonum umbellatum","Hymenoptera","Andrenidae","Andrena","Onagrandrena","vanduzeei","","f","R.W. Thorp","2013-2015","Linsley","Bee"
1041183,"YOSE-7420_EMEC_8567",8567,2014,"N135","7/6/14","net","","",2,1,"KK","ERIUMB","Eriogonum umbellatum","Hymenoptera","Andrenidae","Andrena","Onagrandrena","vanduzeei","","f","R.W. Thorp","2013-2015","Linsley","Bee"
1041184,"YOSE-7420_EMEC_8568",8568,2014,"N135","7/6/14","net","","",2,1,"KK","ERIUMB","Eriogonum umbellatum","Hymenoptera","Andrenidae","Andrena","Onagrandrena","vanduzeei","","f","R.W. Thorp","2013-2015","Linsley","Bee"
1041185,"YOSE-7420_EMEC_8569",8569,2014,"N135","7/6/14","net","","",2,1,"KK","ERIUMB","Eriogonum umbellatum","Hymenoptera","Apidae","Anthophora","Heliophila","flexipes","","m","M.C. Orr","2013-2015","Cresson","Bee"
1041186,"YOSE-7420_EMEC_8570",8570,2014,"N135","7/6/14","net","","",2,1,"KK","ERIUMB","Eriogonum umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041189,"YOSE-7420_EMEC_8573",8573,2014,"N135","7/6/14","net","","",2,1,"KK","APOAND","Apocynum androsaemifolium","Hymenoptera","Megachilidae","Megachile","Xanthosarus","perihirta","","f","T. Griswold","2013-2015","Cockerell","Bee"
1041190,"YOSE-7420_EMEC_8574",8574,2014,"N135","7/6/14","net","","",2,1,"KK","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041191,"YOSE-7420_EMEC_8575",8575,2014,"N135","7/6/14","net","","",2,1,"KK","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041192,"YOSE-7420_EMEC_8576",8576,2014,"N135","7/6/14","net","","",2,1,"KK","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041193,"YOSE-7420_EMEC_8577",8577,2014,"N135","7/6/14","net","","",2,1,"KK","MONODO","Monardella odoratissima ssp. pallida","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041194,"YOSE-7420_EMEC_8578",8578,2014,"N135","7/6/14","net","","",2,1,"KK","MONODO","Monardella odoratissima ssp. pallida","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041209,"YOSE-7420_EMEC_8593",8593,2014,"N135","7/6/14","net","","",2,1,"KK","ERIBRE","Erigeron brewerii var. brewerii","Hymenoptera","Crabronidae","Steniolia","","scolopacea","","","L. Ponisio","2015","Handlirsch","Wasp"
1041210,"YOSE-7420_EMEC_8594",8594,2014,"N135","7/6/14","net","","",2,1,"KK","ERIBRE","Erigeron brewerii var. brewerii","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
