"GenusSpecies","Abund","Occ","Site","Date","Genus","Year","SiteStatus","FirePerim","Sociality","NestLoc","Excavate","Lecty","Wood","FireKill","PolSpec","YoseSpec","HBabund","doy"
"Andrena birtwelli",0,0,"N132",2013-07-20,"Andrena","2013","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,3,201
"Andrena birtwelli",0,0,"N132",2013-08-01,"Andrena","2013","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,213
"Andrena birtwelli",0,0,"N133",2013-07-08,"Andrena","2013","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,21,189
"Andrena birtwelli",0,0,"N133",2013-07-11,"Andrena","2013","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,8,192
"Andrena birtwelli",0,0,"N133",2013-07-23,"Andrena","2013","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,17,204
"Andrena birtwelli",0,0,"N133",2013-07-25,"Andrena","2013","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,13,206
"Andrena birtwelli",0,0,"N134",2013-07-08,"Andrena","2013","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,8,189
"Andrena birtwelli",0,0,"N134",2013-07-11,"Andrena","2013","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,9,192
"Andrena birtwelli",0,0,"N134",2013-07-22,"Andrena","2013","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,31,203
"Andrena birtwelli",0,0,"N134",2013-07-25,"Andrena","2013","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,30,206
"Andrena birtwelli",0,0,"N135",2013-07-08,"Andrena","2013","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,2,189
"Andrena birtwelli",0,0,"N135",2013-07-11,"Andrena","2013","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,192
"Andrena birtwelli",0,0,"N135",2013-07-22,"Andrena","2013","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,5,203
"Andrena birtwelli",0,0,"N135",2013-07-25,"Andrena","2013","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,206
"Andrena birtwelli",0,0,"N136",2013-07-09,"Andrena","2013","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,3,190
"Andrena birtwelli",0,0,"N136",2013-07-12,"Andrena","2013","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,4,193
"Andrena birtwelli",0,0,"N136",2013-07-24,"Andrena","2013","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,1,205
"Andrena birtwelli",0,0,"N136",2013-07-26,"Andrena","2013","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,1,207
"Andrena birtwelli",0,0,"N137",2013-07-09,"Andrena","2013","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,2,190
"Andrena birtwelli",0,0,"N137",2013-07-12,"Andrena","2013","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,12,193
"Andrena birtwelli",0,0,"N137",2013-07-24,"Andrena","2013","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,11,205
"Andrena birtwelli",0,0,"N137",2013-07-26,"Andrena","2013","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,19,207
"Andrena birtwelli",0,0,"N139",2013-07-09,"Andrena","2013","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,190
"Andrena birtwelli",0,0,"N139",2013-07-12,"Andrena","2013","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,3,193
"Andrena birtwelli",0,0,"N139",2013-07-24,"Andrena","2013","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,1,205
"Andrena birtwelli",0,0,"N139",2013-07-26,"Andrena","2013","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,4,207
"Andrena birtwelli",0,0,"P24",2013-06-27,"Andrena","2013","LOW","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,178
"Andrena birtwelli",0,0,"P24",2013-07-13,"Andrena","2013","LOW","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,194
"Andrena birtwelli",0,0,"P24",2013-07-19,"Andrena","2013","LOW","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,200
"Andrena birtwelli",0,0,"P24",2013-07-29,"Andrena","2013","LOW","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,210
"Andrena birtwelli",0,0,"P310",2013-06-29,"Andrena","2013","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,180
"Andrena birtwelli",0,0,"P310",2013-07-13,"Andrena","2013","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,194
"Andrena birtwelli",0,0,"P310",2013-07-17,"Andrena","2013","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,2,198
"Andrena birtwelli",0,0,"P310",2013-07-31,"Andrena","2013","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,1,212
"Andrena birtwelli",0,0,"P33",2013-06-27,"Andrena","2013","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,3,178
"Andrena birtwelli",0,0,"P33",2013-07-13,"Andrena","2013","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,194
"Andrena birtwelli",0,0,"P33",2013-07-18,"Andrena","2013","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,199
"Andrena birtwelli",0,0,"P33",2013-07-29,"Andrena","2013","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,13,210
"Andrena birtwelli",0,0,"P37",2013-06-28,"Andrena","2013","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,4,179
"Andrena birtwelli",0,0,"P37",2013-07-13,"Andrena","2013","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,6,194
"Andrena birtwelli",0,0,"P37",2013-07-19,"Andrena","2013","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,200
"Andrena birtwelli",0,0,"P37",2013-07-30,"Andrena","2013","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,211
"Andrena birtwelli",0,0,"P43",2013-06-28,"Andrena","2013","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,179
"Andrena birtwelli",0,0,"P43",2013-07-13,"Andrena","2013","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,1,194
"Andrena birtwelli",0,0,"P43",2013-07-17,"Andrena","2013","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,198
"Andrena birtwelli",0,0,"P43",2013-07-30,"Andrena","2013","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,211
"Andrena birtwelli",0,0,"W04",2013-06-30,"Andrena","2013","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,181
"Andrena birtwelli",0,0,"W04",2013-07-14,"Andrena","2013","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,17,195
"Andrena birtwelli",0,0,"W04",2013-07-20,"Andrena","2013","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,5,201
"Andrena birtwelli",0,0,"W04",2013-08-01,"Andrena","2013","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,3,213
"Andrena birtwelli",0,0,"L21",2014-06-12,"Andrena","2014","MOD","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,163
"Andrena birtwelli",0,0,"L21",2014-06-22,"Andrena","2014","MOD","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,173
"Andrena birtwelli",0,0,"L21",2014-07-03,"Andrena","2014","MOD","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,1,184
"Andrena birtwelli",0,0,"L21",2014-07-13,"Andrena","2014","MOD","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,2,194
"Andrena birtwelli",0,0,"L24",2014-06-13,"Andrena","2014","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,164
"Andrena birtwelli",0,0,"L24",2014-06-23,"Andrena","2014","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,6,174
"Andrena birtwelli",0,0,"L24",2014-07-02,"Andrena","2014","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,1,183
"Andrena birtwelli",0,0,"L24",2014-07-13,"Andrena","2014","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,4,194
"Andrena birtwelli",0,0,"L33",2014-06-13,"Andrena","2014","LOW","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,164
"Andrena birtwelli",0,0,"L33",2014-06-23,"Andrena","2014","LOW","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,174
"Andrena birtwelli",0,0,"L33",2014-07-03,"Andrena","2014","LOW","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,184
"Andrena birtwelli",0,0,"L33",2014-07-13,"Andrena","2014","LOW","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,15,194
"Andrena birtwelli",0,0,"L35",2014-06-12,"Andrena","2014","MOD","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,163
"Andrena birtwelli",0,0,"L35",2014-06-22,"Andrena","2014","MOD","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,173
"Andrena birtwelli",0,0,"L35",2014-07-03,"Andrena","2014","MOD","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,184
"Andrena birtwelli",0,0,"L35",2014-07-13,"Andrena","2014","MOD","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,1,194
"Andrena birtwelli",0,0,"N131",2014-06-14,"Andrena","2014","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,4,165
"Andrena birtwelli",0,0,"N131",2014-06-25,"Andrena","2014","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,176
"Andrena birtwelli",0,0,"N131",2014-07-04,"Andrena","2014","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,7,185
"Andrena birtwelli",0,0,"N131",2014-07-14,"Andrena","2014","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,24,195
"Andrena birtwelli",0,0,"N132",2014-06-14,"Andrena","2014","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,2,165
"Andrena birtwelli",0,0,"N132",2014-06-25,"Andrena","2014","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,6,176
"Andrena birtwelli",0,0,"N132",2014-07-04,"Andrena","2014","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,1,185
"Andrena birtwelli",0,0,"N132",2014-07-14,"Andrena","2014","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,5,195
"Andrena birtwelli",0,0,"N133",2014-06-18,"Andrena","2014","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,3,169
"Andrena birtwelli",0,0,"N133",2014-07-07,"Andrena","2014","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,9,188
"Andrena birtwelli",0,0,"N133",2014-07-10,"Andrena","2014","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,19,191
"Andrena birtwelli",0,0,"N133",2014-07-18,"Andrena","2014","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,12,199
"Andrena birtwelli",0,0,"N134",2014-06-17,"Andrena","2014","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,168
"Andrena birtwelli",0,0,"N134",2014-07-06,"Andrena","2014","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,9,187
"Andrena birtwelli",0,0,"N134",2014-07-09,"Andrena","2014","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,17,190
"Andrena birtwelli",0,0,"N134",2014-07-17,"Andrena","2014","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,69,198
"Andrena birtwelli",0,0,"N135",2014-06-18,"Andrena","2014","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,10,169
"Andrena birtwelli",0,0,"N135",2014-07-06,"Andrena","2014","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,14,187
"Andrena birtwelli",0,0,"N135",2014-07-09,"Andrena","2014","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,13,190
"Andrena birtwelli",0,0,"N135",2014-07-19,"Andrena","2014","MOD","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,12,200
"Andrena birtwelli",0,0,"N136",2014-06-17,"Andrena","2014","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,168
"Andrena birtwelli",0,0,"N136",2014-07-07,"Andrena","2014","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,9,188
"Andrena birtwelli",0,0,"N136",2014-07-10,"Andrena","2014","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,9,191
"Andrena birtwelli",0,0,"N136",2014-07-17,"Andrena","2014","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,2,198
"Andrena birtwelli",0,0,"N137",2014-06-19,"Andrena","2014","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,1,170
"Andrena birtwelli",0,0,"N137",2014-07-07,"Andrena","2014","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,11,188
"Andrena birtwelli",0,0,"N137",2014-07-10,"Andrena","2014","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,13,191
"Andrena birtwelli",0,0,"N137",2014-07-19,"Andrena","2014","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,33,200
"Andrena birtwelli",0,0,"N139",2014-06-18,"Andrena","2014","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,169
"Andrena birtwelli",0,0,"N139",2014-07-06,"Andrena","2014","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,11,187
"Andrena birtwelli",0,0,"N139",2014-07-09,"Andrena","2014","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,11,190
"Andrena birtwelli",0,0,"N139",2014-07-18,"Andrena","2014","LOW","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,34,199
"Andrena birtwelli",0,0,"P24",2014-06-12,"Andrena","2014","LOW","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,163
"Andrena birtwelli",0,0,"P24",2014-06-23,"Andrena","2014","LOW","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,174
"Andrena birtwelli",0,0,"P24",2014-07-02,"Andrena","2014","LOW","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,183
"Andrena birtwelli",0,0,"P24",2014-07-13,"Andrena","2014","LOW","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,194
"Andrena birtwelli",0,0,"P310",2014-06-12,"Andrena","2014","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,2,163
"Andrena birtwelli",0,0,"P310",2014-06-24,"Andrena","2014","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,175
"Andrena birtwelli",0,0,"P310",2014-07-01,"Andrena","2014","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,182
"Andrena birtwelli",0,0,"P310",2014-07-13,"Andrena","2014","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,194
"Andrena birtwelli",1,1,"P33",2014-06-12,"Andrena","2014","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,163
"Andrena birtwelli",0,0,"P33",2014-06-22,"Andrena","2014","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,173
"Andrena birtwelli",0,0,"P33",2014-07-02,"Andrena","2014","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,183
"Andrena birtwelli",0,0,"P33",2014-07-13,"Andrena","2014","HIGH","Hoover","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,194
"Andrena birtwelli",0,0,"P37",2014-06-13,"Andrena","2014","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,2,164
"Andrena birtwelli",0,0,"P37",2014-06-24,"Andrena","2014","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,11,175
"Andrena birtwelli",0,0,"P37",2014-07-01,"Andrena","2014","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,20,182
"Andrena birtwelli",0,0,"P43",2014-06-13,"Andrena","2014","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,164
"Andrena birtwelli",0,0,"P43",2014-06-24,"Andrena","2014","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,175
"Andrena birtwelli",0,0,"P43",2014-07-03,"Andrena","2014","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,184
"Andrena birtwelli",0,0,"P43",2014-07-13,"Andrena","2014","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,194
"Andrena birtwelli",0,0,"W04",2014-06-14,"Andrena","2014","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,165
"Andrena birtwelli",0,0,"W04",2014-06-25,"Andrena","2014","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,176
"Andrena birtwelli",0,0,"W04",2014-07-04,"Andrena","2014","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,185
"Andrena birtwelli",0,0,"W04",2014-07-14,"Andrena","2014","HIGH","Meadow","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,2,195
"Andrena birtwelli",0,0,"P37",2014-07-13,"Andrena","2014","LOW","Horizon","solitary","below","ex",NA,"no","no",0.209882388428383,0.333985278048126,0,194
"Hoplitis albifrons albifrons",1,1,"L21",2013-06-26,"Hoplitis","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,6,177
"Hoplitis albifrons albifrons",0,0,"L21",2013-07-13,"Hoplitis","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,3,194
"Hoplitis albifrons albifrons",0,0,"L21",2013-07-17,"Hoplitis","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,9,198
"Hoplitis albifrons albifrons",0,0,"L21",2013-07-30,"Hoplitis","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,10,211
"Hoplitis albifrons albifrons",0,0,"L24",2013-06-27,"Hoplitis","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,3,178
"Hoplitis albifrons albifrons",3,1,"L24",2013-07-13,"Hoplitis","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,5,194
"Hoplitis albifrons albifrons",1,1,"L24",2013-07-18,"Hoplitis","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,19,199
"Hoplitis albifrons albifrons",0,0,"L24",2013-07-31,"Hoplitis","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,21,212
"Hoplitis albifrons albifrons",0,0,"L33",2013-06-29,"Hoplitis","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,0,180
"Hoplitis albifrons albifrons",0,0,"L33",2013-07-13,"Hoplitis","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,13,194
"Hoplitis albifrons albifrons",0,0,"L33",2013-07-19,"Hoplitis","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,26,200
"Hoplitis albifrons albifrons",0,0,"L33",2013-07-31,"Hoplitis","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,3,212
"Hoplitis albifrons albifrons",0,0,"L35",2013-06-27,"Hoplitis","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,0,178
"Hoplitis albifrons albifrons",0,0,"L35",2013-07-13,"Hoplitis","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,0,194
"Hoplitis albifrons albifrons",0,0,"L35",2013-07-18,"Hoplitis","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,2,199
"Hoplitis albifrons albifrons",0,0,"L35",2013-07-29,"Hoplitis","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,21,210
"Hoplitis albifrons albifrons",0,0,"N131",2013-06-30,"Hoplitis","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,0,181
"Hoplitis albifrons albifrons",1,1,"N131",2013-07-14,"Hoplitis","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,3,195
"Hoplitis albifrons albifrons",1,1,"N131",2013-07-20,"Hoplitis","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,3,201
"Hoplitis albifrons albifrons",0,0,"N131",2013-08-01,"Hoplitis","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,0,213
"Hoplitis albifrons albifrons",0,0,"N132",2013-06-30,"Hoplitis","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,1,181
"Hoplitis albifrons albifrons",0,0,"N132",2013-07-14,"Hoplitis","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,5,195
"Hoplitis albifrons albifrons",0,0,"N132",2013-07-20,"Hoplitis","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,3,201
"Hoplitis albifrons albifrons",0,0,"N132",2013-08-01,"Hoplitis","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,0,213
"Hoplitis albifrons albifrons",2,1,"N133",2013-07-08,"Hoplitis","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,21,189
"Hoplitis albifrons albifrons",1,1,"N133",2013-07-11,"Hoplitis","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,8,192
"Hoplitis albifrons albifrons",0,0,"N133",2013-07-23,"Hoplitis","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,17,204
"Hoplitis albifrons albifrons",0,0,"N133",2013-07-25,"Hoplitis","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,13,206
"Hoplitis albifrons albifrons",0,0,"N134",2013-07-08,"Hoplitis","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,8,189
"Hoplitis albifrons albifrons",2,1,"N134",2013-07-11,"Hoplitis","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,9,192
"Hoplitis albifrons albifrons",0,0,"N134",2013-07-22,"Hoplitis","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,31,203
"Hoplitis albifrons albifrons",0,0,"N134",2013-07-25,"Hoplitis","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,30,206
"Hoplitis albifrons albifrons",0,0,"N135",2013-07-08,"Hoplitis","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,2,189
"Hoplitis albifrons albifrons",0,0,"N135",2013-07-11,"Hoplitis","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,0,192
"Hoplitis albifrons albifrons",0,0,"N135",2013-07-22,"Hoplitis","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,5,203
"Hoplitis albifrons albifrons",0,0,"N135",2013-07-25,"Hoplitis","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,0,206
"Hoplitis albifrons albifrons",0,0,"N136",2013-07-09,"Hoplitis","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,3,190
"Hoplitis albifrons albifrons",0,0,"N136",2013-07-12,"Hoplitis","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,4,193
"Hoplitis albifrons albifrons",0,0,"N136",2013-07-24,"Hoplitis","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,1,205
"Hoplitis albifrons albifrons",0,0,"N136",2013-07-26,"Hoplitis","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,1,207
"Hoplitis albifrons albifrons",1,1,"N137",2013-07-09,"Hoplitis","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,2,190
"Hoplitis albifrons albifrons",3,1,"N137",2013-07-12,"Hoplitis","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,12,193
"Hoplitis albifrons albifrons",2,1,"N137",2013-07-24,"Hoplitis","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,11,205
"Hoplitis albifrons albifrons",1,1,"N137",2013-07-26,"Hoplitis","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.239429915229939,0.385299212530369,19,207
