"EMEC","UniqueID","TempID","Collector","InsectFK","PlantFK","PanFK","ConditionsFK","GeographyFK"
1041583,"YOSE-7420_EMEC_8967",8967,"KK",23,54,1,415,27
1041584,"YOSE-7420_EMEC_8968",8968,"KK",256,54,1,415,27
1041585,"YOSE-7420_EMEC_8969",8969,"KK",20,54,1,415,27
1041586,"YOSE-7420_EMEC_8970",8970,"KK",20,54,1,415,27
1041587,"YOSE-7420_EMEC_8971",8971,"KK",8,54,1,415,27
1041588,"YOSE-7420_EMEC_8972",8972,"KK",62,54,1,415,27
1041616,"YOSE-7420_EMEC_9000",9000,"KK",17,21,1,415,27
1041617,"YOSE-7420_EMEC_9001",9001,"KK",17,21,1,415,27
1041618,"YOSE-7420_EMEC_9002",9002,"KK",104,21,1,415,27
1041619,"YOSE-7420_EMEC_9003",9003,"KK",8,21,1,415,27
1041620,"YOSE-7420_EMEC_9004",9004,"KK",104,37,1,415,27
1041650,"YOSE-7420_EMEC_9034",9034,"KK",178,42,1,447,29
1041653,"YOSE-7420_EMEC_9037",9037,"KK",17,33,1,447,29
1041654,"YOSE-7420_EMEC_9038",9038,"KK",17,33,1,447,29
1041655,"YOSE-7420_EMEC_9039",9039,"KK",17,33,1,447,29
1041656,"YOSE-7420_EMEC_9040",9040,"KK",8,33,1,447,29
1041657,"YOSE-7420_EMEC_9041",9041,"KK",41,33,1,447,29
1041668,"YOSE-7420_EMEC_9052",9052,"KK",84,48,1,447,29
1041669,"YOSE-7420_EMEC_9053",9053,"KK",142,3,1,447,29
1041670,"YOSE-7420_EMEC_9054",9054,"KK",137,3,1,447,29
1041671,"YOSE-7420_EMEC_9055",9055,"KK",109,3,1,447,29
1041699,"YOSE-7420_EMEC_9083",9083,"LCP",124,5,1,399,26
1041700,"YOSE-7420_EMEC_9084",9084,"LCP",124,5,1,399,26
1041701,"YOSE-7420_EMEC_9085",9085,"LCP",124,5,1,399,26
1041702,"YOSE-7420_EMEC_9086",9086,"LCP",17,5,1,399,26
1041703,"YOSE-7420_EMEC_9087",9087,"LCP",17,5,1,399,26
1041704,"YOSE-7420_EMEC_9088",9088,"LCP",17,5,1,399,26
1041705,"YOSE-7420_EMEC_9089",9089,"LCP",17,5,1,399,26
1041706,"YOSE-7420_EMEC_9090",9090,"LCP",37,5,1,399,26
1041707,"YOSE-7420_EMEC_9091",9091,"LCP",7,5,1,399,26
1041708,"YOSE-7420_EMEC_9092",9092,"LCP",62,5,1,399,26
1041709,"YOSE-7420_EMEC_9093",9093,"LCP",31,5,1,399,26
1041710,"YOSE-7420_EMEC_9094",9094,"LCP",62,5,1,399,26
1041711,"YOSE-7420_EMEC_9095",9095,"LCP",62,5,1,399,26
1041712,"YOSE-7420_EMEC_9096",9096,"LCP",62,5,1,399,26
1041713,"YOSE-7420_EMEC_9097",9097,"LCP",62,5,1,399,26
1041714,"YOSE-7420_EMEC_9098",9098,"LCP",62,5,1,399,26
1041715,"YOSE-7420_EMEC_9099",9099,"LCP",62,5,1,399,26
1041716,"YOSE-7420_EMEC_9100",9100,"LCP",62,5,1,399,26
1041717,"YOSE-7420_EMEC_9101",9101,"LCP",62,5,1,399,26
1041718,"YOSE-7420_EMEC_9102",9102,"LCP",62,5,1,399,26
1041719,"YOSE-7420_EMEC_9103",9103,"LCP",39,5,1,399,26
1041720,"YOSE-7420_EMEC_9104",9104,"LCP",20,5,1,399,26
1041737,"YOSE-7420_EMEC_9121",9121,"LCP",98,54,1,399,26
1041738,"YOSE-7420_EMEC_9122",9122,"LCP",179,54,1,399,26
1041739,"YOSE-7420_EMEC_9123",9123,"LCP",62,54,1,399,26
1041760,"YOSE-7420_EMEC_9144",9144,"LTC",23,54,1,463,30
1041761,"YOSE-7420_EMEC_9145",9145,"LTC",23,54,1,463,30
1041762,"YOSE-7420_EMEC_9146",9146,"LTC",23,54,1,463,30
1041763,"YOSE-7420_EMEC_9147",9147,"LTC",23,54,1,463,30
1041764,"YOSE-7420_EMEC_9148",9148,"LTC",23,54,1,463,30
1041765,"YOSE-7420_EMEC_9149",9149,"LTC",86,54,1,463,30
1041766,"YOSE-7420_EMEC_9150",9150,"LTC",86,54,1,463,30
1041767,"YOSE-7420_EMEC_9151",9151,"LTC",17,54,1,463,30
1041768,"YOSE-7420_EMEC_9152",9152,"LTC",17,54,1,463,30
1041769,"YOSE-7420_EMEC_9153",9153,"LTC",17,54,1,463,30
1041770,"YOSE-7420_EMEC_9154",9154,"LTC",27,54,1,463,30
1041771,"YOSE-7420_EMEC_9155",9155,"LTC",13,54,1,463,30
1041772,"YOSE-7420_EMEC_9156",9156,"LTC",171,54,1,463,30
1041773,"YOSE-7420_EMEC_9157",9157,"LTC",20,54,1,463,30
1041774,"YOSE-7420_EMEC_9158",9158,"LTC",8,54,1,463,30
1041775,"YOSE-7420_EMEC_9159",9159,"LTC",17,5,1,463,30
1041776,"YOSE-7420_EMEC_9160",9160,"LTC",17,5,1,463,30
1041777,"YOSE-7420_EMEC_9161",9161,"LTC",78,5,1,463,30
1041778,"YOSE-7420_EMEC_9162",9162,"LTC",62,5,1,463,30
1041779,"YOSE-7420_EMEC_9163",9163,"LTC",62,5,1,463,30
1041780,"YOSE-7420_EMEC_9164",9164,"LTC",62,5,1,463,30
1041781,"YOSE-7420_EMEC_9165",9165,"LTC",8,5,1,463,30
1041782,"YOSE-7420_EMEC_9166",9166,"LTC",37,2,1,463,30
1041783,"YOSE-7420_EMEC_9167",9167,"LTC",8,2,1,463,30
1041815,"YOSE-7420_EMEC_9199",9199,"LCP",106,32,1,387,21
1041816,"YOSE-7420_EMEC_9200",9200,"LCP",106,32,1,387,21
1041817,"YOSE-7420_EMEC_9201",9201,"LCP",106,32,1,387,21
1041818,"YOSE-7420_EMEC_9202",9202,"LCP",161,32,1,387,21
1041819,"YOSE-7420_EMEC_9203",9203,"LCP",258,32,1,387,21
1041820,"YOSE-7420_EMEC_9204",9204,"LCP",175,32,1,387,21
1041821,"YOSE-7420_EMEC_9205",9205,"LCP",124,43,1,387,21
1041851,"YOSE-7420_EMEC_9235",9235,"LTC",37,2,1,323,3
1041852,"YOSE-7420_EMEC_9236",9236,"LTC",37,2,1,323,3
1041853,"YOSE-7420_EMEC_9237",9237,"LTC",20,2,1,323,3
1041854,"YOSE-7420_EMEC_9238",9238,"LTC",20,2,1,323,3
1041855,"YOSE-7420_EMEC_9239",9239,"LTC",20,2,1,323,3
1041856,"YOSE-7420_EMEC_9240",9240,"LTC",8,2,1,323,3
1041857,"YOSE-7420_EMEC_9241",9241,"LTC",8,2,1,323,3
1041858,"YOSE-7420_EMEC_9242",9242,"LTC",8,2,1,323,3
1041859,"YOSE-7420_EMEC_9243",9243,"LTC",8,2,1,323,3
1041876,"YOSE-7420_EMEC_9260",9260,"LTC",17,66,1,323,3
1041877,"YOSE-7420_EMEC_9261",9261,"LTC",17,66,1,323,3
1041878,"YOSE-7420_EMEC_9262",9262,"LTC",151,66,1,323,3
1041879,"YOSE-7420_EMEC_9263",9263,"LTC",13,66,1,323,3
1041888,"YOSE-7420_EMEC_9272",9272,"LTC",27,54,1,323,3
1041889,"YOSE-7420_EMEC_9273",9273,"LTC",5,54,1,323,3
1041890,"YOSE-7420_EMEC_9274",9274,"LTC",13,54,1,323,3
1041891,"YOSE-7420_EMEC_9275",9275,"LTC",12,54,1,323,3
1041892,"YOSE-7420_EMEC_9276",9276,"KC",17,25,1,307,1
1041893,"YOSE-7420_EMEC_9277",9277,"KC",260,25,1,307,1
1041894,"YOSE-7420_EMEC_9278",9278,"KC",37,25,1,307,1
1041895,"YOSE-7420_EMEC_9279",9279,"KC",261,25,1,307,1
1041896,"YOSE-7420_EMEC_9280",9280,"KC",39,25,1,307,1
1041897,"YOSE-7420_EMEC_9281",9281,"KC",62,25,1,307,1
1041898,"YOSE-7420_EMEC_9282",9282,"KC",31,25,1,307,1
1041899,"YOSE-7420_EMEC_9283",9283,"KC",8,25,1,307,1
1041900,"YOSE-7420_EMEC_9284",9284,"KC",8,25,1,307,1
1041901,"YOSE-7420_EMEC_9285",9285,"KC",8,25,1,307,1
1041902,"YOSE-7420_EMEC_9286",9286,"KC",161,25,1,307,1
1041903,"YOSE-7420_EMEC_9287",9287,"KC",31,25,1,307,1
1041904,"YOSE-7420_EMEC_9288",9288,"KC",8,25,1,307,1
1041905,"YOSE-7420_EMEC_9289",9289,"KC",8,25,1,307,1
1041906,"YOSE-7420_EMEC_9290",9290,"KC",37,16,1,307,1
1041907,"YOSE-7420_EMEC_9291",9291,"KC",37,16,1,307,1
1041908,"YOSE-7420_EMEC_9292",9292,"KC",37,16,1,307,1
1041909,"YOSE-7420_EMEC_9293",9293,"KC",20,16,1,307,1
1041936,"YOSE-7420_EMEC_9320",9320,"KC",8,50,1,307,1
1041937,"YOSE-7420_EMEC_9321",9321,"KC",37,50,1,307,1
1041938,"YOSE-7420_EMEC_9322",9322,"KC",62,50,1,307,1
1041948,"YOSE-7420_EMEC_9332",9332,"KC",151,8,1,307,1
1041949,"YOSE-7420_EMEC_9333",9333,"KC",191,8,1,307,1
1041950,"YOSE-7420_EMEC_9334",9334,"KC",80,8,1,307,1
1041957,"YOSE-7420_EMEC_9341",9341,"KC",37,46,1,307,1
1041958,"YOSE-7420_EMEC_9342",9342,"KC",39,46,1,307,1
1041968,"YOSE-7420_EMEC_9352",9352,"KC",23,61,1,307,1
1041989,"YOSE-7420_EMEC_9373",9373,"LTC",8,14,1,575,73
1041990,"YOSE-7420_EMEC_9374",9374,"LTC",20,14,1,575,73
1041991,"YOSE-7420_EMEC_9375",9375,"LTC",8,14,1,575,73
1041992,"YOSE-7420_EMEC_9376",9376,"LTC",154,24,1,575,73
1041993,"YOSE-7420_EMEC_9377",9377,"LTC",31,5,1,575,73
1041994,"YOSE-7420_EMEC_9378",9378,"LTC",31,5,1,575,73
1041995,"YOSE-7420_EMEC_9379",9379,"LTC",31,5,1,575,73
1041996,"YOSE-7420_EMEC_9380",9380,"LTC",31,5,1,575,73
1041997,"YOSE-7420_EMEC_9381",9381,"LTC",31,5,1,575,73
1041998,"YOSE-7420_EMEC_9382",9382,"LTC",20,5,1,575,73
1041999,"YOSE-7420_EMEC_9383",9383,"LTC",20,5,1,575,73
1042000,"YOSE-7420_EMEC_9384",9384,"LTC",31,5,1,575,73
1042001,"YOSE-7420_EMEC_9385",9385,"LTC",20,5,1,575,73
1042002,"YOSE-7420_EMEC_9386",9386,"LTC",31,5,1,575,73
1042003,"YOSE-7420_EMEC_9387",9387,"LTC",20,5,1,575,73
1042004,"YOSE-7420_EMEC_9388",9388,"LTC",20,5,1,575,73
1042005,"YOSE-7420_EMEC_9389",9389,"LTC",20,5,1,575,73
1042006,"YOSE-7420_EMEC_9390",9390,"LTC",31,5,1,575,73
1042007,"YOSE-7420_EMEC_9391",9391,"LTC",8,5,1,575,73
1042008,"YOSE-7420_EMEC_9392",9392,"LTC",31,5,1,575,73
1042009,"YOSE-7420_EMEC_9393",9393,"LTC",31,5,1,575,73
1042010,"YOSE-7420_EMEC_9394",9394,"LTC",31,5,1,575,73
1042011,"YOSE-7420_EMEC_9395",9395,"LTC",62,5,1,575,73
1042012,"YOSE-7420_EMEC_9396",9396,"LTC",62,5,1,575,73
1042013,"YOSE-7420_EMEC_9397",9397,"LTC",8,5,1,575,73
1042014,"YOSE-7420_EMEC_9398",9398,"LTC",20,5,1,575,73
1042015,"YOSE-7420_EMEC_9399",9399,"LTC",8,5,1,575,73
1042048,"YOSE-7420_EMEC_9432",9432,"KK",23,27,1,339,7
1042049,"YOSE-7420_EMEC_9433",9433,"KK",23,27,1,339,7
1042050,"YOSE-7420_EMEC_9434",9434,"KK",17,27,1,339,7
1042051,"YOSE-7420_EMEC_9435",9435,"KK",17,27,1,339,7
1042052,"YOSE-7420_EMEC_9436",9436,"KK",17,27,1,339,7
1042053,"YOSE-7420_EMEC_9437",9437,"KK",86,27,1,339,7
1042054,"YOSE-7420_EMEC_9438",9438,"KK",17,27,1,339,7
1042055,"YOSE-7420_EMEC_9439",9439,"KK",17,27,1,339,7
1042056,"YOSE-7420_EMEC_9440",9440,"KK",134,27,1,339,7
1042057,"YOSE-7420_EMEC_9441",9441,"KK",194,27,1,339,7
1042058,"YOSE-7420_EMEC_9442",9442,"KK",23,50,1,339,7
1042059,"YOSE-7420_EMEC_9443",9443,"KK",23,50,1,339,7
1042060,"YOSE-7420_EMEC_9444",9444,"KK",23,50,1,339,7
1042061,"YOSE-7420_EMEC_9445",9445,"KK",23,15,1,339,7
1042062,"YOSE-7420_EMEC_9446",9446,"KK",37,15,1,339,7
1042063,"YOSE-7420_EMEC_9447",9447,"KK",161,24,1,339,7
1042064,"YOSE-7420_EMEC_9448",9448,"KK",161,24,1,339,7
1042075,"YOSE-7420_EMEC_9459",9459,"KK",17,25,1,371,10
1042076,"YOSE-7420_EMEC_9460",9460,"KK",17,25,1,371,10
1042077,"YOSE-7420_EMEC_9461",9461,"KK",17,25,1,371,10
1042078,"YOSE-7420_EMEC_9462",9462,"KK",17,25,1,371,10
1042079,"YOSE-7420_EMEC_9463",9463,"KK",17,25,1,371,10
1042080,"YOSE-7420_EMEC_9464",9464,"KK",17,25,1,371,10
1042081,"YOSE-7420_EMEC_9465",9465,"KK",134,25,1,371,10
1042082,"YOSE-7420_EMEC_9466",9466,"KK",8,25,1,371,10
1042083,"YOSE-7420_EMEC_9467",9467,"KK",8,25,1,371,10
1042108,"YOSE-7420_EMEC_9492",9492,"KK",23,50,1,371,10
1042109,"YOSE-7420_EMEC_9493",9493,"KK",17,50,1,371,10
1042110,"YOSE-7420_EMEC_9494",9494,"KK",4,50,1,371,10
1042116,"YOSE-7420_EMEC_9500",9500,"KK",1,15,1,371,10
1042118,"YOSE-7420_EMEC_9502",9502,"KK",17,5,1,371,10
1042119,"YOSE-7420_EMEC_9503",9503,"KK",17,5,1,371,10
1042120,"YOSE-7420_EMEC_9504",9504,"KK",76,5,1,371,10
1042122,"YOSE-7420_EMEC_9506",9506,"CV",8,14,1,515,53
1042138,"YOSE-7420_EMEC_9522",9522,"CV",151,24,1,515,53
1042139,"YOSE-7420_EMEC_9523",9523,"CV",63,24,1,515,53
1042140,"YOSE-7420_EMEC_9524",9524,"CV",63,24,1,515,53
1042141,"YOSE-7420_EMEC_9525",9525,"CV",148,24,1,515,53
1042142,"YOSE-7420_EMEC_9526",9526,"CV",148,24,1,515,53
1042143,"YOSE-7420_EMEC_9527",9527,"CV",148,24,1,515,53
1042144,"YOSE-7420_EMEC_9528",9528,"CV",148,24,1,515,53
1042146,"YOSE-7420_EMEC_9530",9530,"CV",86,50,1,515,53
1042147,"YOSE-7420_EMEC_9531",9531,"CV",86,50,1,515,53
1042148,"YOSE-7420_EMEC_9532",9532,"CV",20,50,1,515,53
1042164,"YOSE-7420_EMEC_9548",9548,"CV",161,66,1,515,53
1042166,"YOSE-7420_EMEC_9550",9550,"CV",62,5,1,515,53
1042167,"YOSE-7420_EMEC_9551",9551,"CV",62,5,1,515,53
1042168,"YOSE-7420_EMEC_9552",9552,"KC",181,2,1,307,1
1042169,"YOSE-7420_EMEC_9553",9553,"KC",8,2,1,307,1
1042170,"YOSE-7420_EMEC_9554",9554,"KC",62,58,1,307,1
1042173,"YOSE-7420_EMEC_9557",9557,"KC",8,13,1,307,1
1042174,"YOSE-7420_EMEC_9558",9558,"LCP",151,66,1,355,8
1042175,"YOSE-7420_EMEC_9559",9559,"LCP",154,66,1,355,8
1042176,"YOSE-7420_EMEC_9560",9560,"LCP",62,66,1,355,8
1042177,"YOSE-7420_EMEC_9561",9561,"LCP",62,66,1,355,8
1042187,"YOSE-7420_EMEC_9571",9571,"LCP",27,54,1,355,8
1042188,"YOSE-7420_EMEC_9572",9572,"LCP",41,54,1,355,8
1042189,"YOSE-7420_EMEC_9573",9573,"LCP",41,54,1,355,8
1042190,"YOSE-7420_EMEC_9574",9574,"LCP",124,45,1,355,8
1042195,"YOSE-7420_EMEC_9579",9579,"LCP",57,31,1,355,8
1042196,"YOSE-7420_EMEC_9580",9580,"LCP",106,31,1,355,8
1042197,"YOSE-7420_EMEC_9581",9581,"LCP",106,31,1,355,8
1042207,"YOSE-7420_EMEC_9591",9591,"LCP",62,38,1,355,8
1042213,"YOSE-7420_EMEC_9597",9597,"MRM",198,24,1,499,47
1042214,"YOSE-7420_EMEC_9598",9598,"MRM",106,31,1,499,47
1042215,"YOSE-7420_EMEC_9599",9599,"MRM",8,25,1,499,47
1042216,"YOSE-7420_EMEC_9600",9600,"MRM",161,25,1,499,47
1042217,"YOSE-7420_EMEC_9601",9601,"MRM",8,25,1,499,47
1042218,"YOSE-7420_EMEC_9602",9602,"MRM",8,25,1,499,47
1042219,"YOSE-7420_EMEC_9603",9603,"MRM",8,25,1,499,47
1042220,"YOSE-7420_EMEC_9604",9604,"MRM",8,25,1,499,47
1042221,"YOSE-7420_EMEC_9605",9605,"MRM",62,25,1,499,47
1042222,"YOSE-7420_EMEC_9606",9606,"MRM",62,25,1,499,47
1042256,"YOSE-7420_EMEC_9640",9640,"LMH",91,41,1,531,55
1042262,"YOSE-7420_EMEC_9646",9646,"LMH",23,54,1,531,55
1042263,"YOSE-7420_EMEC_9647",9647,"LMH",23,54,1,531,55
1042264,"YOSE-7420_EMEC_9648",9648,"LMH",23,54,1,531,55
1042265,"YOSE-7420_EMEC_9649",9649,"LMH",23,54,1,531,55
1042266,"YOSE-7420_EMEC_9650",9650,"LMH",124,54,1,531,55
1042267,"YOSE-7420_EMEC_9651",9651,"LMH",20,54,1,531,55
1042268,"YOSE-7420_EMEC_9652",9652,"LMH",179,54,1,531,55
1042269,"YOSE-7420_EMEC_9653",9653,"LMH",13,54,1,531,55
1042287,"YOSE-7420_EMEC_9671",9671,"LMH",80,24,1,531,55
1042288,"YOSE-7420_EMEC_9672",9672,"LMH",63,24,1,531,55
1042289,"YOSE-7420_EMEC_9673",9673,"LMH",63,24,1,531,55
1042300,"YOSE-7420_EMEC_9684",9684,"LCP",149,21,1,419,27
1042301,"YOSE-7420_EMEC_9685",9685,"LCP",131,21,1,419,27
1042302,"YOSE-7420_EMEC_9686",9686,"LCP",104,21,1,419,27
1042303,"YOSE-7420_EMEC_9687",9687,"LCP",205,21,1,419,27
1042304,"YOSE-7420_EMEC_9688",9688,"LCP",17,21,1,419,27
1042305,"YOSE-7420_EMEC_9689",9689,"LCP",17,21,1,419,27
1042306,"YOSE-7420_EMEC_9690",9690,"LCP",17,21,1,419,27
1042307,"YOSE-7420_EMEC_9691",9691,"LCP",17,21,1,419,27
1042308,"YOSE-7420_EMEC_9692",9692,"LCP",17,21,1,419,27
1042309,"YOSE-7420_EMEC_9693",9693,"LCP",17,21,1,419,27
1042310,"YOSE-7420_EMEC_9694",9694,"LCP",17,21,1,419,27
1042311,"YOSE-7420_EMEC_9695",9695,"LCP",17,21,1,419,27
1042312,"YOSE-7420_EMEC_9696",9696,"LCP",17,21,1,419,27
1042313,"YOSE-7420_EMEC_9697",9697,"LCP",17,21,1,419,27
1042314,"YOSE-7420_EMEC_9698",9698,"LCP",17,21,1,419,27
1042315,"YOSE-7420_EMEC_9699",9699,"LCP",17,21,1,419,27
1042316,"YOSE-7420_EMEC_9700",9700,"LCP",17,21,1,419,27
1042317,"YOSE-7420_EMEC_9701",9701,"LCP",17,21,1,419,27
1042318,"YOSE-7420_EMEC_9702",9702,"LCP",17,21,1,419,27
1042319,"YOSE-7420_EMEC_9703",9703,"LCP",20,21,1,419,27
1042320,"YOSE-7420_EMEC_9704",9704,"LCP",20,21,1,419,27
1042353,"YOSE-7420_EMEC_9737",9737,"LCP",8,45,1,419,27
1042354,"YOSE-7420_EMEC_9738",9738,"LCP",23,45,1,419,27
1042355,"YOSE-7420_EMEC_9739",9739,"LCP",17,45,1,419,27
1042356,"YOSE-7420_EMEC_9740",9740,"LCP",17,45,1,419,27
1042357,"YOSE-7420_EMEC_9741",9741,"LCP",17,45,1,419,27
1042358,"YOSE-7420_EMEC_9742",9742,"LCP",17,45,1,419,27
1042359,"YOSE-7420_EMEC_9743",9743,"LCP",17,45,1,419,27
1042360,"YOSE-7420_EMEC_9744",9744,"LCP",17,45,1,419,27
1042361,"YOSE-7420_EMEC_9745",9745,"LCP",17,45,1,419,27
1042362,"YOSE-7420_EMEC_9746",9746,"LCP",20,45,1,419,27
1042387,"YOSE-7420_EMEC_9771",9771,"LCP",20,66,1,419,27
1042388,"YOSE-7420_EMEC_9772",9772,"LCP",20,66,1,419,27
1042389,"YOSE-7420_EMEC_9773",9773,"LCP",161,66,1,419,27
1042429,"YOSE-7420_EMEC_9813",9813,"LTC",109,3,1,451,29
1042430,"YOSE-7420_EMEC_9814",9814,"LTC",60,3,1,451,29
1042431,"YOSE-7420_EMEC_9815",9815,"LTC",60,3,1,451,29
1042432,"YOSE-7420_EMEC_9816",9816,"LTC",109,3,1,451,29
1042433,"YOSE-7420_EMEC_9817",9817,"LTC",17,33,1,451,29
1042434,"YOSE-7420_EMEC_9818",9818,"LTC",8,33,1,451,29
1042435,"YOSE-7420_EMEC_9819",9819,"LTC",8,33,1,451,29
1042436,"YOSE-7420_EMEC_9820",9820,"LTC",8,33,1,451,29
1042437,"YOSE-7420_EMEC_9821",9821,"LTC",8,33,1,451,29
1042438,"YOSE-7420_EMEC_9822",9822,"LTC",7,33,1,451,29
1042439,"YOSE-7420_EMEC_9823",9823,"LTC",31,33,1,451,29
1042440,"YOSE-7420_EMEC_9824",9824,"LTC",31,33,1,451,29
1042441,"YOSE-7420_EMEC_9825",9825,"LTC",8,33,1,451,29
1042442,"YOSE-7420_EMEC_9826",9826,"LTC",62,33,1,451,29
1042443,"YOSE-7420_EMEC_9827",9827,"LTC",62,33,1,451,29
1042444,"YOSE-7420_EMEC_9828",9828,"LTC",8,33,1,451,29
1042473,"YOSE-7420_EMEC_9857",9857,"LTC",76,5,1,403,26
1042474,"YOSE-7420_EMEC_9858",9858,"LTC",17,5,1,403,26
1042475,"YOSE-7420_EMEC_9859",9859,"LTC",17,5,1,403,26
1042476,"YOSE-7420_EMEC_9860",9860,"LTC",17,5,1,403,26
1042477,"YOSE-7420_EMEC_9861",9861,"LTC",17,5,1,403,26
1042478,"YOSE-7420_EMEC_9862",9862,"LTC",17,5,1,403,26
1042479,"YOSE-7420_EMEC_9863",9863,"LTC",17,5,1,403,26
1042480,"YOSE-7420_EMEC_9864",9864,"LTC",20,5,1,403,26
1042481,"YOSE-7420_EMEC_9865",9865,"LTC",31,5,1,403,26
1042482,"YOSE-7420_EMEC_9866",9866,"LTC",8,5,1,403,26
1042483,"YOSE-7420_EMEC_9867",9867,"LTC",62,5,1,403,26
1042484,"YOSE-7420_EMEC_9868",9868,"LTC",62,5,1,403,26
1042509,"YOSE-7420_EMEC_9893",9893,"LCP",106,32,1,483,32
1042510,"YOSE-7420_EMEC_9894",9894,"LCP",17,5,1,483,32
1042511,"YOSE-7420_EMEC_9895",9895,"LCP",17,5,1,483,32
1042527,"YOSE-7420_EMEC_9911",9911,"LCP",17,27,1,483,32
1042528,"YOSE-7420_EMEC_9912",9912,"LCP",17,27,1,483,32
1042529,"YOSE-7420_EMEC_9913",9913,"LCP",17,27,1,483,32
1042530,"YOSE-7420_EMEC_9914",9914,"LCP",17,27,1,483,32
1042531,"YOSE-7420_EMEC_9915",9915,"LCP",17,27,1,483,32
1042532,"YOSE-7420_EMEC_9916",9916,"LCP",17,27,1,483,32
1042533,"YOSE-7420_EMEC_9917",9917,"LCP",17,27,1,483,32
1042534,"YOSE-7420_EMEC_9918",9918,"LCP",17,27,1,483,32
1042535,"YOSE-7420_EMEC_9919",9919,"LCP",17,27,1,483,32
1042536,"YOSE-7420_EMEC_9920",9920,"LCP",17,27,1,483,32
1042537,"YOSE-7420_EMEC_9921",9921,"LCP",17,27,1,483,32
1042538,"YOSE-7420_EMEC_9922",9922,"LCP",17,27,1,483,32
1042569,"YOSE-7420_EMEC_9953",9953,"LCP",17,27,1,435,28
1042570,"YOSE-7420_EMEC_9954",9954,"LCP",17,27,1,435,28
1042571,"YOSE-7420_EMEC_9955",9955,"LCP",17,27,1,435,28
1042572,"YOSE-7420_EMEC_9956",9956,"LCP",17,27,1,435,28
1042573,"YOSE-7420_EMEC_9957",9957,"LCP",134,27,1,435,28
1042574,"YOSE-7420_EMEC_9958",9958,"LCP",194,27,1,435,28
1042580,"YOSE-7420_EMEC_9964",9964,"LCP",17,5,1,435,28
1042581,"YOSE-7420_EMEC_9965",9965,"LCP",17,5,1,435,28
1042582,"YOSE-7420_EMEC_9966",9966,"LCP",194,24,1,435,28
1042584,"YOSE-7420_EMEC_9968",9968,"LCP",62,28,1,435,28
1042605,"YOSE-7420_EMEC_9989",9989,"LTC",17,5,1,467,30
1042606,"YOSE-7420_EMEC_9990",9990,"LTC",17,5,1,467,30
1042607,"YOSE-7420_EMEC_9991",9991,"LTC",17,5,1,467,30
1042608,"YOSE-7420_EMEC_9992",9992,"LTC",17,5,1,467,30
1042609,"YOSE-7420_EMEC_9993",9993,"LTC",17,5,1,467,30
1042610,"YOSE-7420_EMEC_9994",9994,"LTC",17,5,1,467,30
1042611,"YOSE-7420_EMEC_9995",9995,"LTC",37,5,1,467,30
1042612,"YOSE-7420_EMEC_9996",9996,"LTC",5,5,1,467,30
1042613,"YOSE-7420_EMEC_9997",9997,"LTC",62,5,1,467,30
1042614,"YOSE-7420_EMEC_9998",9998,"LTC",62,5,1,467,30
1042639,"YOSE-7420_EMEC_10023",10023,"LTC",23,54,1,467,30
1042640,"YOSE-7420_EMEC_10024",10024,"LTC",23,54,1,467,30
1042641,"YOSE-7420_EMEC_10025",10025,"LTC",23,54,1,467,30
1042642,"YOSE-7420_EMEC_10026",10026,"LTC",86,54,1,467,30
1042643,"YOSE-7420_EMEC_10027",10027,"LTC",86,54,1,467,30
1042644,"YOSE-7420_EMEC_10028",10028,"LTC",124,54,1,467,30
1042645,"YOSE-7420_EMEC_10029",10029,"LTC",17,54,1,467,30
1042646,"YOSE-7420_EMEC_10030",10030,"LTC",17,54,1,467,30
1042647,"YOSE-7420_EMEC_10031",10031,"LTC",17,54,1,467,30
1042648,"YOSE-7420_EMEC_10032",10032,"LTC",27,54,1,467,30
1042649,"YOSE-7420_EMEC_10033",10033,"LTC",61,54,1,467,30
1042650,"YOSE-7420_EMEC_10034",10034,"LTC",20,54,1,467,30
1042651,"YOSE-7420_EMEC_10035",10035,"LTC",62,54,1,467,30
1042652,"YOSE-7420_EMEC_10036",10036,"LTC",8,54,1,467,30
1040834,"YOSE-7420_EMEC_8218",8218,"KD",63,2,1,303,1
1040835,"YOSE-7420_EMEC_8219",8219,"KD",8,2,1,303,1
1040853,"YOSE-7420_EMEC_8237",8237,"KD",37,72,1,303,1
1040854,"YOSE-7420_EMEC_8238",8238,"KD",37,72,1,303,1
1040855,"YOSE-7420_EMEC_8239",8239,"KD",2,72,1,303,1
1040856,"YOSE-7420_EMEC_8240",8240,"KD",2,72,1,303,1
1040857,"YOSE-7420_EMEC_8241",8241,"KD",63,72,1,303,1
1040887,"YOSE-7420_EMEC_8271",8271,"KD",8,25,1,303,1
1040888,"YOSE-7420_EMEC_8272",8272,"KD",5,25,1,303,1
1040889,"YOSE-7420_EMEC_8273",8273,"KD",8,25,1,303,1
1040890,"YOSE-7420_EMEC_8274",8274,"KD",8,25,1,303,1
1040891,"YOSE-7420_EMEC_8275",8275,"KD",7,25,1,303,1
1040899,"YOSE-7420_EMEC_8283",8283,"KD",8,14,1,303,1
1040900,"YOSE-7420_EMEC_8284",8284,"KD",19,14,1,303,1
1040901,"YOSE-7420_EMEC_8285",8285,"KD",100,14,1,303,1
1040902,"YOSE-7420_EMEC_8286",8286,"KD",8,14,1,303,1
