Site,Date,Collector,NetPan,SampleRound,NetNumber,StartTemp,StartWind,StartSky,StartTime,EndTime,EndTemp,EndWind,EndSky,Year
P37,7/19/13,GH,net,3,1,26.8,0.3,clear,9:35:00,10:11:00,28.9,0.3,clear,2013
P37,7/19/13,GH,net,3,2,29.3,0.3,clear,10:25:00,11:04:00,29.9,0.3,clear,2013
P37,7/19/13,GH,net,3,3,30.2,0.4,clear,11:22:00,12:00:00,30.9,0.4,clear,2013
P37,7/19/13,GH,pan,3,,26.6,0.3,clear,9:20:00,1:50:00,31.3,1,clear,2013
P37,7/30/13,GH,net,4,1,17.4,0.3,clear,8:58:00,9:30:00,19.2,0.4,clear,2013
P37,7/30/13,GH,net,4,2,21.2,0.6,clear,9:50:00,10:24:00,23.7,0.3,clear,2013
P37,7/30/13,GH,net,4,3,27.8,0.3,partly cloudy,11:18:00,11:53:00,29.2,0.5,partly cloudy,2013
P37,7/30/13,GH,pan,4,,16.5,0.3,clear,8:40:00,1:10:00,27.4,0.5,partly cloudy,2013
P43,6/28/13,LCP,net,1,1,15.9,0,clear,8:45:00,9:20:00,24.3,0,clear,2013
P43,6/28/13,LCP,net,1,2,23,0,clear,9:20:00,10:00:00,24.6,0.4,clear,2013
P43,6/28/13,LCP,net,1,3,23,0,clear,10:00:00,10:35:00,26.4,0.2,clear,2013
P43,6/28/13,LCP,pan,1,,15.9,0,clear,8:45:00,1:15:00,29.6,0.7,clear,2013
P43,7/13/13,TS,net,2,1,17.4,0,clear,9:35:00,10:10:00,17.5,0,clear,2013
P43,7/13/13,TS,net,2,2,20.9,0.5,clear,11:00:00,11:45:00,22.1,1.4,clear,2013
P43,7/13/13,TS,net,2,3,25.6,0.5,clear,12:30:00,1:10:00,24.3,0,clear,2013
P43,7/13/13,SR,pan,2,,16.4,0,clear,9:30:00,2:00:00,26,1,clear,2013
P43,7/17/13,GH,net,3,1,18.1,0,clear,9:10:00,9:43:00,20.6,0.4,clear,2013
P43,7/17/13,GH,net,3,2,20.7,0,clear,9:50:00,10:23:00,24.9,0.3,clear,2013
P43,7/17/13,GH,net,3,3,24.9,0.3,clear,10:50:00,11:32:00,28.5,0,clear,2013
P43,7/17/13,GH,pan,3,,17.4,0,clear,9:05:00,1:35:00,29.6,0.4,clear,2013
P43,7/30/13,CRP,net,4,1,16.4,0,clear,9:15:00,9:45:00,20,0,clear,2013
P43,7/30/13,CRP,net,4,2,22,0,clear,10:10:00,10:40:00,20.6,0.9,clear,2013
P43,7/30/13,CRP,net,4,3,21,1.2,clear,10:45:00,11:15:00,23.5,0.8,partly cloudy,2013
P43,7/30/13,CRP,pan,4,,16.4,0,clear,9:15:00,1:45:00,23,1.8,partly cloudy,2013
W04,6/30/13,CRP,net,1,1,27.6,0.6,clear,9:30:00,10:25:00,27.2,0.7,clear,2013
W04,6/30/13,CRP,net,1,2,26.5,0.6,clear,10:30:00,11:15:00,27.5,1,clear,2013
W04,6/30/13,CRP,net,1,3,28,0.9,clear,11:20:00,12:00:00,28.1,1.5,clear,2013
W04,6/30/13,CRP,pan,1,,27.6,0.6,clear,9:30:00,1:30:00,28.1,1.5,clear,2013
W04,7/14/13,LCP,net,2,1,19.7,0.6,clear,8:45:00,9:45:00,26.8,0.4,clear,2013
W04,7/14/13,LCP,net,2,2,26.8,0.4,clear,9:45:00,11:00:00,29.8,1.2,clear,2013
W04,7/14/13,LCP,net,2,3,29.8,1.2,clear,10:30:00,12:30:00,26.7,1.1,clear,2013
W04,7/14/13,LCP,pan,2,,19.7,0.6,clear,8:30:00,1:00:00,25.1,2.1,clear,2013
W04,7/20/13,GH,net,3,1,26.3,0,clear,8:42:00,9:27:00,30.9,0,clear,2013
W04,7/20/13,GH,net,3,2,30.3,0.3,clear,9:40:00,10:18:00,30.1,0.4,clear,2013
W04,7/20/13,GH,net,3,3,30.4,0.3,clear,10:43:00,11:19:00,31.9,0.3,partly cloudy,2013
W04,7/20/13,GH,pan,3,,21.4,0,clear,8:23:00,12:53:00,32.4,0.3,partly cloudy,2013
W04,8/1/13,GH,net,4,1,21.2,0.3,clear,8:50:00,9:27:00,24.1,0.8,clear,2013
W04,8/1/13,GH,net,4,2,23.8,0.5,clear,9:45:00,10:23:00,28.9,0.5,clear,2013
W04,8/1/13,GH,net,4,3,27.8,0.4,clear,11:03:00,11:40:00,29.4,0.6,clear,2013
W04,8/1/13,GH,pan,4,,17,0.3,clear,8:31:00,1:01:00,30.7,0.3,clear,2013
L21,6/12/14,LKM,pan,1,,18.5,0.7,clear,9:15,1:40,22.2,0.7,clear,2014
L21,6/12/14,LKM,net,1,1,19,0.8,clear,10:05,11:30,22,1.1,clear,2014
L21,6/12/14,LKM,net,1,2,22,1.1,clear,11:30,12:27,20,1.3,clear,2014
L21,6/12/14,LKM,net,1,3,20,1.3,clear,12:27,1:40,22.2,0.7,clear,2014
L21,6/22/14,LCP/EK,pan,2,,17.2,0.4,clear,9:10,1:40,23.2,1.2,clear,2014
L21,6/22/14,LCP/EK,net,2,1,17.2,0.4,clear,9:30,11:00,20.2,0.6,clear,2014
L21,6/22/14,LCP/EK,net,2,2,17.2,0.4,clear,9:30,10:52,20.2,0.6,clear,2014
L21,6/22/14,LCP/EK,net,2,3,19.9,1.4,clear,11:25,12:10,21.3,0.8,clear,2014
L21,7/3/14,KD,pan,3,,19.4,0.3,clear,9:20,1:33,27.5,0.3,clear,2014
L21,7/3/14,KD,net,3,1,19.4,1.3,clear,9:50,10:55,24,0.4,clear,2014
L21,7/3/14,KD,net,3,2,24,0.4,clear,11:20,12:18,28.5,0,clear,2014
L21,7/3/14,KD,net,3,3,26.8,1.2,clear,12:45,1:35,25.7,1.4,clear,2014
L21,7/1/14,KD/MV,pan,5,,22.5,0,clear,9:09,1:33,27.3,2,clear,2014
L21,7/1/14,KD/MV,net,5,1,23.9,0.8,clear,9:30,10:33,22.3,0,clear,2014
L21,7/1/14,KD/MV,net,5,2,22.9,0.8,clear,9:40,10:46,22.3,0,clear,2014
L21,7/1/14,KD/MV,net,5,3,24.3,1.3,clear,10:50,11:29,29.4,0,clear,2014
L21,7/13/14,KC,pan,4,,23.5,0.2,clear,9:01,1:22,30.9,0.9,clear,2014
L21,7/13/14,KC,net,4,1,23.8,0.1,clear,9:27,10:35,27,1.2,clear,2014
L21,7/13/14,KC,net,4,2,26.3,2.1,clear,10:48,11:59,27,1.8,clear,2014
L21,7/13/14,KC,net,4,3,27,0.8,clear,12:20,1:10,30.9,0.9,clear,2014
L24,6/13/14,LKM,pan,1,,16.5,0.5,clear,9:11,1:40,20,0.9,clear,2014
L24,6/13/14,LKM,net,1,1,16.5,0.5,clear,9:35,10:35,16.7,0.9,clear,2014
L24,6/13/14,LKM,net,1,2,16.7,0.9,clear,10:35,11:45,17.9,0.6,clear,2014
L24,6/13/14,LKM,net,1,3,17.9,0.6,clear,11:45,12:53,0.6,0.7,clear,2014
L24,6/23/14,LCP/EK,pan,2,,17.5,0.6,clear,9:05,1:35,25,1.1,clear,2014
L24,6/23/14,LCP/EK,net,2,1,17.5,0.6,clear,9:30,10:39,23.9,0.7,clear,2014
L24,6/23/14,LCP/EK,net,2,2,17.5,0.6,clear,9:30,10:45,23.7,0.7,clear,2014
L24,6/23/14,LCP/EK,net,2,3,21.4,0.7,clear,11:10,11:50,22.5,1,clear,2014
L24,7/2/14,KD/MV,pan,3,,21.3,0.5,clear,8:40,1:26,31.3,3.8,clear,2014
L24,7/2/14,KD/MV,net,3,1,22.3,0,clear,9:00,9:48,20.8,0.2,clear,2014
L24,7/2/14,KD/MV,net,3,2,22.3,0,clear,9:00,9:48,20.8,0.2,clear,2014
L24,7/2/14,KD/MV,net,3,3,20.9,0,clear,10:20,10:20,25,1.6,clear,2014
L24,7/13/14,LTC,pan,4,,25,0.7,clear,8:47,1:17,27.8,0.4,clear,2014
L24,7/13/14,LTC,net,4,1,25.4,0.8,clear,9:20,10:26,26.5,0.8,clear,2014
L24,7/13/14,LTC,net,4,2,26.5,0.8,clear,10:30,11:25,23.6,0.4,clear,2014
L24,7/13/14,LTC,net,4,3,24,0.4,clear,11:30,12:25,24.6,0.9,clear,2014
L33,6/13/14,AJR,pan,1,,13.9,1.1,clear,8:30,12:30,29.8,0.7,clear,2014
L33,6/13/14,AJR,net,1,1,14.6,0.8,clear,8:40,9:14,15.6,0.3,clear,2014
L33,6/13/14,AJR,net,1,2,15.6,0.3,clear,9:20,10:09,21.2,1,clear,2014
L33,6/13/14,AJR,net,1,3,21.2,1,clear,10:23,11:08,22.2,0.9,clear,2014
L33,6/23/14,LTC,pan,2,,18.3,0.3,clear,8:27,12:57,23.3,1.7,clear,2014
L33,6/23/14,LTC,net,2,1,20.7,0.6,partly cloudy,9:27,10:06,21.1,0.9,partly cloudy,2014
L33,6/23/14,LTC,net,2,2,21.2,1,partly cloudy,10:15,10:50,21.2,1.2,partly cloudy,2014
L33,6/23/14,LTC,net,2,3,21,1,partly cloudy,11:03,11:43,22.1,1.7,clear,2014
L33,7/3/14,KK,pan,3,,18.6,0.6,clear,8:20,12:50,26,1.2,clear,2014
L33,7/3/14,KK,net,3,1,21.7,0.7,clear,9:00,9:33,22.5,0.7,clear,2014
L33,7/3/14,KK,net,3,2,21.6,1.4,clear,9:44,10:23,22.7,1.5,clear,2014
L33,7/3/14,KK,net,3,3,23,1.5,clear,10:26,11:02,24.3,0.8,clear,2014
L33,7/13/14,KK,pan,4,,16.9,0,clear,8:05,12:35,28.3,0.6,clear,2014
L33,7/13/14,KK,net,4,1,18.3,0,clear,8:30,9:06,21,0.4,clear,2014
L33,7/13/14,KK,net,4,2,21.9,0.3,clear,9:10,9:52,24.9,0.6,clear,2014
L33,7/13/14,KK,net,4,3,26.1,0.7,clear,9:55,10:35,26.2,0.8,clear,2014
L35,6/12/14,LTC,pan,1,,19.1,0.8,clear,8:45,1:15,25.1,0.8,clear,2014
L35,6/12/14,LTC,net,1,1,19,2,clear,9:17,10:04,22.6,0.8,clear,2014
L35,6/12/14,LTC,net,1,2,22.7,0.8,clear,10:23,11:07,22.3,1.3,clear,2014
L35,6/12/14,LTC,net,1,3,22.3,1.3,clear,11:18,11:50,22.7,1,clear,2014
L35,6/22/14,KK,pan,2,,16.6,0.4,clear,8:45,1:15,21.6,2.2,clear,2014
L35,6/22/14,KK,net,2,1,21.1,0.4,clear,9:40,10:12,21.4,0.3,clear,2014
L35,6/22/14,KK,net,2,2,21.2,0.3,clear,10:16,10:54,24,0.6,clear,2014
L35,6/22/14,KK,net,2,3,22.2,1.2,clear,11:09,11:50,21.6,1.3,clear,2014
L35,7/3/14,MV,pan,3,,17.8,0,clear,8:25,12:55,30.5,1.8,clear,2014
L35,7/3/14,MV,net,3,1,19.1,0.1,clear,8:42,9:17,21.1,1.4,clear,2014
L35,7/3/14,MV,net,3,2,21.1,0.8,clear,9:30,10:07,22.5,0.6,clear,2014
L35,7/3/14,MV,net,3,3,22.9,0.7,clear,10:18,10:51,23.1,0.1,clear,2014
L35,7/13/14,LCP,pan,4,,18.3,0,clear,8:20,1:00,30.8,1.7,clear,2014
L35,7/13/14,LCP,net,4,1,18.3,0,clear,8:45,9:20,26.5,0,clear,2014
L35,7/13/14,LCP,net,4,2,26.5,0,clear,9:20,10:09,28.3,0.5,clear,2014
L35,7/13/14,LCP,net,4,3,28.3,0.5,clear,10:09,11:00,29.9,0.8,clear,2014
N131,6/14/14,LCP,pan,1,,14.6,0.8,clear,9:05,1:35,19.5,1.3,clear,2014
N131,6/14/14,LCP,net,1,1,14.6,0.8,clear,9:30,10:10,17.2,0.8,clear,2014
N131,6/14/14,LCP,net,1,2,17.2,0.8,clear,10:10,10:50,20.9,1,clear,2014
N131,6/14/14,LCP,net,1,3,18.3,1.1,clear,11:15,10:05,19.6,0.9,clear,2014
N131,6/25/14,KK,pan,2,,18.5,0,clear,8:55,1:25,22.5,2.5,clear,2014
N131,6/25/14,KK,net,2,1,19.5,0,clear,9:16,9:52,19.9,0.6,clear,2014
N131,6/25/14,KK,net,2,2,21.4,0.4,clear,10:05,10:43,22.4,1.2,clear,2014
N131,6/25/14,KK,net,2,3,22.3,1,clear,10:55,11:30,22.2,1.3,clear,2014
N131,7/4/14,KD/MV,pan,3,,20.8,0.6,clear,8:55,1:35,25.5,1.1,clear,2014
N131,7/4/14,KD/MV,net,3,1,22.4,0.4,clear,9:05,9:56,21.2,0.8,clear,2014
N131,7/4/14,KD/MV,net,3,2,22.4,0.4,clear,9:05,9:49,21.2,1.9,clear,2014
N131,7/4/14,KD/MV,net,3,3,23.1,0.4,clear,10:10,10:32,22.9,0.6,clear,2014
N131,7/14/14,KK,pan,4,,19.6,0,clear,8:50,1:20,31.6,0.8,partly cloudy,2014
N131,7/14/14,KK,net,4,1,21.3,0.2,clear,9:08,9:53,23.8,0,clear,2014
N131,7/14/14,KK,net,4,2,24.1,0,clear,9:57,10:43,27.4,1,partly cloudy,2014
N131,7/14/14,KK,net,4,3,27.8,0.8,partly cloudy,10:47,11:30,29.9,0.8,partly cloudy,2014
N132,6/14/14,AJR,pan,1,,14.5,0,clear,9:00,1:00,19.4,1.2,clear,2014
N132,6/14/14,AJR,net,1,1,14.5,0,clear,9:10,9:47,17.8,0.7,clear,2014
N132,6/14/14,AJR,net,1,2,17.8,0.7,clear,9:53,10:41,19.1,1,clear,2014
N132,6/14/14,AJR,net,1,3,19.1,1,clear,10:49,11:38,19.8,0.5,clear,2014
N132,6/25/14,LTC,pan,2,,17.6,0.7,clear,8:50,1:20,22.7,2.7,clear,2014
N132,6/25/14,LTC,net,2,1,18,0.9,clear,9:29,10:19,20.8,1.9,clear,2014
N132,6/25/14,LTC,net,2,2,20.9,1.7,clear,10:29,11:27,21.4,1.7,clear,2014
N132,6/25/14,LTC,net,2,3,21.4,1.7,clear,11:30,12:14,21.8,2.7,clear,2014
N132,7/4/14,KK,pan,3,,20.3,0.6,clear,8:35,1:05,26.3,2.1,clear,2014
N132,7/4/14,KK,net,3,1,21.5,0.8,clear,9:00,9:30,23.8,0.6,clear,2014
N132,7/4/14,KK,net,3,2,23.4,0.4,clear,9:36,10:12,23.7,1.6,clear,2014
N132,7/4/14,KK,net,3,3,23.7,1.6,clear,10:24,11:00,24.9,2.4,clear,2014
N132,7/14/14,LCP,pan,4,,22.7,0,clear,8:25,12:55,31.9,0.8,partly cloudy,2014
N132,7/14/14,LCP,net,4,1,22.7,0,clear,8:45,9:20,27.5,0.5,clear,2014
N132,7/14/14,LCP,net,4,2,27.5,0.5,clear,9:00,9:55,27,1.2,partly cloudy,2014
N132,7/14/14,LCP,net,4,3,27,1.2,partly cloudy,9:55,10:35,28,1.6,partly cloudy,2014
N133,6/18/14,LCP/KAK,pan,1,,14.7,0,clear,8:35,1:05,19,1.2,clear,2014
N133,6/18/14,LCP/KAK,net,1,1,14.7,0,clear,8:55,9:45,17.4,0.5,clear,2014
N133,6/18/14,LCP/KAK,net,1,2,14.7,0,clear,8:55,9:40,17.4,0.5,clear,2014
N133,6/18/14,LCP/KAK,net,1,3,18.9,0.5,clear,9:55,10:20,17,1.1,clear,2014
N133,7/7/14,KK,pan,2,,19.2,0,partly cloudy,8:45,1:15,23.7,0.7,bright overcast,2014
N133,7/7/14,KK,net,2,1,19.8,0.5,partly cloudy,9:00,9:40,24.1,0,partly cloudy,2014
N133,7/7/14,KK,net,2,2,22.7,0,partly cloudy,9:42,10:20,26.1,0,partly cloudy,2014
N133,7/7/14,KK,net,2,3,25.4,0,partly cloudy,10:22,11:15,25.2,0.6,bright overcast,2014
N133,7/10/14,LCP,pan,3,,20.6,0.6,clear,8:35,1:05,25,0.8,clear,2014
N133,7/10/14,LCP,net,3,1,20.6,0.6,clear,8:45,9:30,22.7,0,clear,2014
N133,7/10/14,LCP,net,3,2,22.7,0,clear,9:30,10:15,28.5,0,clear,2014
N133,7/10/14,LCP,net,3,3,25.5,0,clear,10:30,11:25,23,1.8,clear,2014
N133,7/18/14,LTC,pan,4,,21.7,0.9,clear,8:35,1:05,31.7,0.8,clear,2014
N133,7/18/14,LTC,net,4,1,22,0.7,clear,9:02,9:50,25,0.7,clear,2014
N133,7/18/14,LTC,net,4,2,25,0.7,clear,10:00,10:38,24.6,0.3,clear,2014
N133,7/18/14,LTC,net,4,3,24.7,0.3,clear,10:45,11:38,26.1,0.4,clear,2014
N134,6/17/14,JPS,pan,1,,13.7,0.6,clear,9:00,1:30,19.2,1.2,partly cloudy,2014
N134,6/17/14,JPS,net,1,1,13.7,0.6,clear,9:15,10:00,17,1.3,clear,2014
N134,6/17/14,JPS,net,1,2,17,0.5,partly cloudy,10:12,10:47,16.2,1.3,partly cloudy,2014
N134,6/17/14,JPS,net,1,3,16.3,1.3,partly cloudy,10:55,11:32,19.7,1.2,partly cloudy,2014
N134,7/6/14,LCP,pan,2,,20.1,0,partly cloudy,8:55,1:25,23.9,0,bright overcast,2014
N134,7/6/14,LCP,net,2,1,20.1,0,partly cloudy,9:10,10:10,23.9,0,partly cloudy,2014
N134,7/6/14,LCP,net,2,2,23.9,0,partly cloudy,10:10,11:05,28,0,partly cloudy,2014
N134,7/6/14,LCP,net,2,3,25,0,partly cloudy,11:05,11:55,24.4,0,partly cloudy,2014
N134,7/9/14,KK,pan,3,,21.3,0.4,clear,9:00,1:30,26.1,0.8,clear,2014
N134,7/9/14,KK,net,3,1,21.5,0,clear,9:10,10:10,25.4,0.4,clear,2014
N134,7/9/14,KK,net,3,2,25.3,0.8,clear,10:20,11:12,25.2,0.4,clear,2014
N134,7/9/14,KK,net,3,3,26.1,0,clear,11:17,12:12,26.4,1.5,clear,2014
N134,7/17/14,LCP,pan,4,,22.1,0,clear,8:30,1:00,28,0.3,clear,2014
N134,7/17/14,LCP,net,4,1,22.1,0,clear,8:45,9:45,23,0.6,clear,2014
N134,7/17/14,LCP,net,4,2,23,0.6,clear,9:45,11:00,24.6,0,clear,2014
N134,7/17/14,LCP,net,4,3,24.6,0,clear,11:00,11:45,23.8,0.6,clear,2014
N135,6/18/14,LTC,pan,1,,17.3,1.3,clear,8:30,1:00,21,1.1,partly cloudy,2014
N135,6/18/14,LTC,net,1,1,18.1,1.6,clear,9:04,10:01,18.8,0.6,clear,2014
N135,6/18/14,LTC,net,1,2,18.9,0.7,clear,10:32,11:23,18.6,1,clear,2014
N135,6/18/14,LTC,net,1,3,19,0.8,clear,11:25,12:23,20.8,1,clear,2014
N135,7/6/14,KK,pan,2,,20.2,0.5,partly cloudy,8:45,1:18,28.2,0.6,partly cloudy,2014
N135,7/6/14,KK,net,2,1,22.2,0.6,partly cloudy,9:02,9:47,24.3,0.9,partly cloudy,2014
N135,7/6/14,KK,net,2,2,23.5,1.9,partly cloudy,10:00,10:40,27,0.6,partly cloudy,2014
N135,7/6/14,KK,net,2,3,25.6,0.8,partly cloudy,10:50,11:27,24.5,2.6,partly cloudy,2014
N135,7/9/14,LCP,pan,3,,21.4,0.7,clear,8:40,1:10,28,0.8,clear,2014
N135,7/9/14,LCP,net,3,1,21.4,0.7,clear,9:00,9:45,22.6,1.5,clear,2014
N135,7/9/14,LCP,net,3,2,22.6,1.5,clear,9:45,10:30,24,1.1,clear,2014
N135,7/9/14,LCP,net,3,3,24,1.1,clear,10:30,11:25,25.6,1,clear,2014
N135,7/19/14,LCP,pan,4,,20.1,0,clear,8:15,12:45,27.5,2.4,partly cloudy,2014
N135,7/19/14,LCP,net,4,1,20.1,0,clear,8:30,9:10,22.1,1.1,clear,2014
N135,7/19/14,LCP,net,4,2,22.1,1.1,clear,9:10,10:05,25,1.6,clear,2014
N135,7/19/14,LCP,net,4,3,25,1.6,clear,10:15,11:00,26.5,1.3,clear,2014
N136,6/17/14,LTC,pan,1,,13.8,0.5,clear,9:20,1:50,19.5,1.1,partly cloudy,2014
N136,6/17/14,LTC,net,1,1,14.4,0.6,clear,9:42,10:33,16.6,0.8,clear,2014
N136,6/17/14,LTC,net,1,2,17,0.8,clear,10:40,11:56,19.1,0.5,partly cloudy,2014
N136,6/17/14,LTC,net,1,3,19.2,0.6,partly cloudy,12:02,1:02,19.1,1,partly cloudy,2014
N136,7/7/14,LCP,pan,2,,18.6,0,bright overcast,8:45,1:15,22,0,bright overcast,2014
N136,7/7/14,LCP,net,2,1,18.6,0,bright overcast,9:00,10:00,23.7,0,bright overcast,2014
N136,7/7/14,LCP,net,2,2,23.7,0,bright overcast,10:00,11:15,20.7,0,bright overcast,2014
N136,7/7/14,LCP,net,2,3,20.7,0,bright overcast,11:15,11:15,20.7,0,bright overcast,2014
N136,7/10/14,KK,pan,3,,20.8,0,clear,8:30,1:00,26.6,0.5,clear,2014
N136,7/10/14,KK,net,3,1,21,0.3,clear,9:00,9:50,22,0.7,clear,2014
N136,7/10/14,KK,net,3,2,22.7,0.6,clear,9:56,10:40,24.1,0.7,clear,2014
N136,7/10/14,KK,net,3,3,24.3,0.9,clear,10:45,11:21,25.9,1,clear,2014
N136,7/17/14,LTC,pan,4,,18.7,0.9,clear,8:28,12:58,32.2,0.4,clear,2014
N136,7/17/14,LTC,net,4,1,19,0,clear,9:10,10:07,21.5,0.6,clear,2014
N136,7/17/14,LTC,net,4,2,21.5,0.6,clear,10:20,11:14,29.8,0.9,clear,2014
N136,7/17/14,LTC,net,4,3,29.8,0.9,clear,11:24,12:07,32.2,0.4,clear,2014
N137,6/19/14,LCP/KAK,pan,1,,16.8,0,clear,8:45,1:15,21.6,2.1,clear,2014
N137,6/19/14,LCP/KAK,net,1,1,17.6,0.4,clear,9:20,10:15,19.1,1.1,clear,2014
N137,6/19/14,LCP/KAK,net,1,2,17.6,0.4,clear,9:20,10:15,19.1,1.1,clear,2014
N137,6/19/14,LCP/KAK,net,1,3,19.1,1.1,clear,10:05,10:30,20,1.9,clear,2014
N137,7/7/14,LTC,pan,2,,22.5,0,partly cloudy,9:12,1:42,21.9,1.2,bright overcast,2014
N137,7/7/14,LTC,net,2,1,22.6,0.3,partly cloudy,9:30,10:16,23.9,0.3,bright overcast,2014
N137,7/7/14,LTC,net,2,2,24.6,0.3,bright overcast,10:24,11:03,22.3,0.6,bright overcast,2014
N137,7/7/14,LTC,net,2,3,22.1,0.9,bright overcast,11:09,11:59,19.5,0.5,bright overcast,2014
N137,7/10/14,LTC,pan,3,,19.5,0.7,clear,8:45,1:15,25.1,2.1,clear,2014
N137,7/10/14,LTC,net,3,1,19.7,1.2,clear,9:09,10:03,22.9,0.9,clear,2014
N137,7/10/14,LTC,net,3,2,23,0.8,clear,10:19,10:58,23.3,1.9,clear,2014
N137,7/10/14,LTC,net,3,3,23.8,1.6,clear,11:14,11:53,26,0.5,clear,2014
N137,7/19/14,LTC,pan,4,,20.8,0.6,clear,8:40,1:10,26.8,1.5,clear,2014
N137,7/19/14,LTC,net,4,1,21.4,0.6,clear,9:08,9:53,23.5,0.3,clear,2014
N137,7/19/14,LTC,net,4,2,23.5,0.3,clear,10:02,10:47,28.1,0.4,clear,2014
N137,7/19/14,LTC,net,4,3,28.1,0.4,clear,10:55,11:39,32.6,1.3,clear,2014
N139,6/18/14,JPS,pan,1,,15.4,0,clear,8:35,1:05,23,1.8,clear,2014
N139,6/18/14,JPS,net,1,1,15.4,0,clear,8:50,9:23,15.5,1.1,clear,2014
N139,6/18/14,JPS,net,1,2,15.5,1.1,clear,9:30,10:01,16.8,1,clear,2014
N139,6/18/14,JPS,net,1,3,16.9,1.1,clear,10:07,10:38,21.6,0.6,clear,2014
N139,7/6/14,LTC,pan,2,,22.6,0.5,partly cloudy,9:10,1:35,25.5,1.6,partly cloudy,2014
N139,7/6/14,LTC,net,2,1,24.4,0.6,clear,9:40,10:35,26.5,0.3,partly cloudy,2014
N139,7/6/14,LTC,net,2,2,26.5,0,clear,10:42,11:53,25.4,0.4,partly cloudy,2014
N139,7/6/14,LTC,net,2,3,25.6,0.6,clear,12:10,12:49,25.3,1.6,partly cloudy,2014
N139,7/9/14,LTC,pan,3,,22.6,0.7,clear,9:08,1:38,20.2,0.7,clear,2014
N139,7/9/14,LTC,net,3,1,23,1,clear,9:33,10:23,23.8,1.1,clear,2014
N139,7/9/14,LTC,net,3,2,24,1.4,clear,10:34,11:18,25.5,1.7,clear,2014
N139,7/9/14,LTC,net,3,3,25.8,1.9,clear,11:28,12:03,25.8,2.2,clear,2014
N139,7/18/14,LCP,pan,4,,21.4,0,clear,8:40,1:10,26,1,clear,2014
N139,7/18/14,LCP,net,4,1,21.4,0.6,clear,9:00,9:40,21.5,0.7,clear,2014
N139,7/18/14,LCP,net,4,2,21.5,0.7,clear,9:40,10:25,22.1,1.2,clear,2014
N139,7/18/14,LCP,net,4,3,22.1,1.2,clear,10:30,11:20,24.1,0.8,clear,2014
P24,6/12/14,JPS,pan,1,,18.4,0.8,clear,8:55,1:40,22.1,0.5,clear,2014
P24,6/12/14,JPS,net,1,1,20.2,0,clear,9:10,9:40,21.5,0,clear,2014
P24,6/12/14,JPS,net,1,2,23.6,0.7,clear,10:10,10:40,20.1,0.9,clear,2014
P24,6/12/14,JPS,net,1,3,20.1,0.9,clear,10:46,11:16,22.5,0.7,clear,2014
P24,6/23/14,KK,pan,2,,18.8,0.3,clear,9:30,2:00,22.3,1.7,clear,2014
P24,6/23/14,KK,net,2,1,19.1,0.4,clear,9:45,10:17,21.4,0.3,clear,2014
P24,6/23/14,KK,net,2,2,21.3,0.6,clear,10:32,11:10,21.6,1.2,clear,2014
P24,6/23/14,KK,net,2,3,21.6,1.2,clear,11:12,11:47,23,0.7,clear,2014
P24,7/2/14,KK,pan,3,,18.6,0.5,clear,8:45,1:15,,,clear,2014
P24,7/2/14,KK,net,3,1,19.9,0,clear,8:56,9:30,21.1,0,clear,2014
P24,7/2/14,KK,net,3,2,21.6,0,clear,9:36,10:11,22.6,0.6,clear,2014
P24,7/2/14,KK,net,3,3,22.6,0.6,clear,10:20,10:54,24.6,0,clear,2014
P24,7/13/14,MRM,pan,4,,24.8,0,clear,9:19,1:50,32.2,0.8,clear,2014
P24,7/13/14,MRM,net,4,1,25.3,0.5,clear,9:32,10:30,29.9,0.5,clear,2014
P24,7/13/14,MRM,net,4,2,27.3,0.7,clear,10:52,11:50,28.4,0.7,clear,2014
P24,7/13/14,MRM,net,4,3,31,0,clear,12:20,1:05,29,1.1,partly cloudy,2014
P310,6/12/14,LCP,pan,1,,18.3,1.6,clear,8:35,1:05,20,1.1,clear,2014
P310,6/12/14,LCP,net,1,1,18.3,1.6,clear,8:45,9:35,19.5,1.2,clear,2014
P310,6/12/14,LCP,net,1,2,19.5,1.2,clear,9:35,10:20,20.7,0.8,clear,2014
P310,6/12/14,LCP,net,1,3,20.7,0.8,clear,10:20,11:05,20,1.1,clear,2014
P310,6/24/14,LCP,pan,2,,18.2,0.5,clear,9:20,1:40,20.3,1,clear,2014
P310,6/24/14,LCP,net,2,1,18.2,0.5,clear,9:35,10:15,23,0.8,clear,2014
P310,6/24/14,LCP,net,2,2,23,0.8,clear,10:25,11:05,22,1.7,clear,2014
P310,6/24/14,LCP,net,2,3,22,1.7,clear,11:05,11:50,22.3,1.7,clear,2014
P310,7/1/14,KAK,pan,3,,20.8,0.3,clear,8:20,12:50,27,1.1,clear,2014
P310,7/1/14,KAK,net,3,1,21.6,0.7,clear,9:00,9:37,23.3,1,clear,2014
P310,7/1/14,KAK,net,3,2,24.6,0.7,clear,9:40,10:14,25.5,0.9,clear,2014
P310,7/1/14,KAK,net,3,3,25.3,1.1,clear,10:20,10:55,24.3,1,clear,2014
P310,7/13/14,CV,pan,4,,24.8,0.3,partly cloudy,8:57,1:46,30.1,1.1,partly cloudy,2014
P310,7/13/14,CV,net,4,1,25.7,0.5,partly cloudy,9:35,11:10,31.5,0.5,partly cloudy,2014
